STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GAL,GALMS,POSTMS
IA,IA0517,002,ZR,GALVA PUBLIC LIBRARY,203 S MAIN ST,GALVA,51020,M,IDA,7122824400,CE,NO,1576,R_13,0,R_13,1040,R_13,52,R_13,2014,00,00,00,-95.4172509,42.5069374,19,093,29595,7142,43,901.00,1220,1904,0,0,house,ADV,NND
IA,IA0518,002,A2,EDWARD F. OWEN MEMORIAL LIBRARY,1120 WILLOW DR,CARTER LAKE,51510,1334,POTTAWATTAMIE,7123475492,CE,NC,6000,R_13,0,R_13,2236,R_13,52,R_13,2014,00,00,00,-95.9150120,41.2903220,19,155,11215,92846,21,212.00,4009,1903,36540,0,addresspoint,STD,NND
IA,IA0519,002,IA0519,COIN PUBLIC LIBRARY,115 MAIN ST,COIN,51636,2021,PAGE,7125833684,CE,NO,2200,R_13,0,R_13,-1,U_13,-1,U_13,2014,00,00,00,-95.2323753,40.6555153,19,145,14970,15577,42,4906.00,2192,1903,0,0,house,STD,NND
IA,IA0520,002,EK,HARTLEY PUBLIC LIBRARY,91 1ST ST SE,HARTLEY,51346,1403,O'BRIEN,7129282080,CE,NO,6700,R_13,0,R_13,1976,R_13,52,R_13,2014,00,00,00,-95.4757626,43.1799440,19,141,34725,14047,43,4901.00,3041,1904,0,0,house,STD,NND
IA,IA0521,002,RL,SCRANTON PUBLIC LIBRARY,1102 MAIN,SCRANTON,51462,7701,GREENE,7126523453,CE,NO,2400,R_13,0,R_13,1300,R_13,52,R_13,2014,00,00,00,-94.5453198,42.0188781,19,073,71310,9156,42,805.00,1211,1904,0,0,house,STD,NND
IA,IA0522,002,IA0578,FARNHAMVILLE PUBLIC LIBRARY,240 HARDIN,FARNHAMVILLE,50538,6719,CALHOUN,5155443660,CE,NO,2160,R_13,0,R_13,936,R_13,52,R_13,2014,00,00,00,-94.4031069,42.2759478,19,025,26940,9909,43,9503.00,1123,1904,0,0,house,STD,NND
IA,IA0523,002,RS,LAKE CITY PUBLIC LIBRARY,110 E WASHINGTON ST,LAKE CITY,51449,1718,CALHOUN,7124643413,CE,NO,8103,R_13,0,R_13,2352,R_13,52,R_13,2014,00,00,00,-94.7336467,42.2682794,19,025,42465,9909,43,9504.00,2086,1904,0,0,house,STD,NND
IA,IA0524,002,VA,LACONA PUBLIC LIBRARY,107 E MAIN,LACONA,50139,M,WARREN,6415344400,CE,NC,1093,R_13,0,R_13,1040,R_13,52,R_13,2014,00,00,00,-93.3852276,41.1895655,19,181,42285,47399,42,211.00,1069,1903,19780,0,house,STD,NND
IA,IA0525,002,WP,EVERLY PUBLIC LIBRARY,308 N MAIN,EVERLY,51338,7731,CLAY,7128342390,CE,NO,2020,R_13,0,R_13,1560,R_13,52,R_13,2014,00,00,00,-95.3272430,43.1607500,19,041,26175,16474,42,804.00,4053,1904,43980,1,addresspoint,STD,NND
IA,IA0528,002,ZI,AUBURN PUBLIC LIBRARY,209 PINE ST,AUBURN,51433,7739,SAC,7126882264,CE,NO,7000,R_13,0,R_13,1040,R_13,52,R_13,2014,00,00,00,-94.8776898,42.2505903,19,161,03610,10049,43,803.00,2090,1904,0,0,house,STD,NND
IA,IA0530,002,JF,DICKENS PUBLIC LIBRARY,210 MAIN ST,DICKENS,51333,7914,CLAY,7128362217,CE,NO,2100,R_13,0,R_13,1040,R_13,52,R_13,2014,00,00,00,-95.0239750,43.1321790,19,041,21360,16474,42,801.00,1032,1904,43980,1,addresspoint,STD,NND
IA,IA0531,002,ED,DOON PUBLIC LIBRARY,207 BARTON AVE,DOON,51235,M,LYON,7127263526,CE,NO,1460,R_13,0,R_13,1066,R_13,52,R_13,2014,00,00,00,-96.2313567,43.2779953,19,119,21900,11692,42,9503.00,6086,1904,0,0,house,STD,NND
IA,IA0532,003,JC,GLIDDEN PUBLIC LIBRARY,110 IDAHO ST,GLIDDEN,51443,7713,CARROLL,7126593781,CE,NO,3900,R_13,0,R_13,1664,R_13,52,R_13,2014,00,00,00,-94.7288483,42.0554428,19,027,31395,20599,42,9601.00,2053,1904,0,0,house,STD,NND
IA,IA0533,002,GV,MONROE PUBLIC LIBRARY,416 S BUCHANAN ST,MONROE,50170,7889,JASPER,6412593065,CE,NO,3465,R_13,0,R_13,1872,R_13,52,R_13,2014,00,00,00,-93.1079510,41.5178110,19,099,53355,36731,42,408.00,4063,1902,35500,1,addresspoint,ADV,NND
IA,IA0534,002,AV,MURRAY PUBLIC LIBRARY,416 MAPLE ST,MURRAY,50174,2003,CLARKE,6414472711,CE,NO,-1,U_13,0,R_13,-1,U_13,-1,U_13,2014,00,00,00,-93.9508482,41.0409858,19,039,55065,9259,42,9603.00,1115,1902,0,0,house,STD,NND
IA,IA0535,002,OH,NEW MARKET PUBLIC LIBRARY,407 MAIN ST,NEW MARKET,51646,3079,TAYLOR,7125853467,CE,NO,-1,U_13,0,R_13,-1,U_13,-1,U_13,2014,00,00,00,-94.8995186,40.7347885,19,173,56370,6187,42,1803.00,2125,1903,0,0,house,STD,NND
IA,IA0536,002,LX,SCHALLER PUBLIC LIBRARY,103 S MAIN,SCHALLER,51053,7731,SAC,7122754741,CE,NO,945,R_13,0,R_13,1040,R_13,52,R_13,2014,00,00,00,-95.2934748,42.5004752,19,161,71085,10049,42,801.00,4006,1904,0,0,house,STD,NND
IA,IA0537,002,IA0564,UTE PUBLIC LIBRARY,130 MAIN ST,UTE,51060,7707,MONONA,7128852237,CE,NO,-1,U_13,0,R_13,-1,U_13,-1,U_13,2014,00,00,00,-95.7065811,42.0502405,19,133,79995,9104,43,9604.00,1085,1904,0,0,house,STD,NND
IA,IA0541,002,ZD,MANILLA PUBLIC LIBRARY,447 MAIN ST,MANILLA,51454,7708,CRAWFORD,7126545192,CE,NO,784,IP12,0,R_13,-1,U_13,-1,U_13,2014,00,00,00,-95.2328359,41.8897059,19,047,48855,17422,42,705.00,2050,1904,0,0,house,STD,NND
IA,IA0544,002,IA0563,WASHTA PUBLIC LIBRARY,100 S 5TH AVE,WASHTA,51061,1008,CHEROKEE,7124476546,CE,NO,1353,R_13,0,R_13,1222,R_13,52,R_13,2014,00,00,00,-95.7201234,42.5753300,19,035,82380,11918,43,803.00,2316,1904,0,0,house,STD,NND
IA,IA0545,002,ZF,WESTSIDE PUBLIC LIBRARY,150 MAIN ST,WESTSIDE,51467,7704,CRAWFORD,7126634493,CE,NO,-1,U_13,0,R_13,-1,U_13,-1,U_13,2014,00,00,00,-95.0982483,42.0748634,19,047,84630,17422,43,701.00,2059,1904,0,0,house,STD,NND
IA,IA0547,002,S1,JOHNSTON PUBLIC LIBRARY,6700 MERLE HAY RD,JOHNSTON,50131,1269,POLK,5152785233,CE,NC,27000,R_13,0,R_13,3068,R_13,52,R_13,2014,00,00,00,-93.6976620,41.6832530,19,153,39765,451822,21,114.04,1031,1903,19780,0,addresspoint,STD,NND
IA,IA0548,002,GW,PRAIRIE CITY PUBLIC LIBRARY,100 E FIFTH,PRAIRIE CITY,50228,M,JASPER,5159942308,CE,NO,1936,R_13,0,R_13,1300,R_13,52,R_13,2014,00,00,00,-93.2360360,41.5994030,19,099,64470,36731,42,407.00,4043,1902,35500,1,addresspoint,STD,NND
IA,IA0549,002,S3,LYNNVILLE PUBLIC LIBRARY,404 EAST ST,LYNNVILLE,50153,7720,JASPER,6415272590,CE,NO,2400,R_13,0,R_13,1196,R_13,52,R_13,2014,00,00,00,-92.7827620,41.5783620,19,099,47595,36731,42,409.00,2122,1902,35500,1,addresspoint,STD,NND
IA,IA0550,002,W3,DOLORES TILLINGHAST MEMORIAL LIBRARY,234 N 4TH ST,HARPERS FERRY,52146,9602,ALLAMAKEE,5635862524,CE,NO,1800,R_13,0,R_13,816,R_13,52,R_13,2014,00,00,00,-91.1497877,43.2030368,19,005,34590,14046,42,9604.00,2228,1901,0,0,house,STD,NND
IA,IA0551,002,S2,SULLY COMMUNITY LIBRARY,318 6TH AVE,SULLY,50251,7702,JASPER,6415944148,CE,NO,1105,R_13,0,R_13,1274,R_13,52,R_13,2014,00,00,00,-92.8473389,41.5789943,19,099,76035,36731,43,409.00,1148,1902,35500,1,house,STD,NND
IA,IA0552,002,S4,WATERVILLE PUBLIC LIBRARY,82 MAIN ST,WATERVILLE,52170,7595,ALLAMAKEE,5635357295,CE,NO,550,R_13,0,R_13,620,R_13,52,R_13,2014,00,00,00,-91.2907545,43.2041684,19,005,82470,14046,42,9604.00,1135,1901,0,0,house,STD,NND
IA,IA0554,002,BH,REDFIELD PUBLIC LIBRARY,1112 THOMAS ST,REDFIELD,50233,7749,DALLAS,5158332200,CE,NO,3600,R_13,0,R_13,1768,R_13,52,R_13,2014,00,00,00,-94.1971056,41.5906024,19,049,66045,74727,42,506.00,2047,1903,19780,0,house,STD,NND
IA,IA0555,002,P4,AURORA PUBLIC LIBRARY,401 WOODRUFF ST,AURORA,50607,9701,BUCHANAN,3196343960,CE,NO,892,R_13,0,R_13,912,R_13,52,R_13,2014,00,00,00,-91.7291288,42.6169666,19,019,03835,20932,42,9501.00,2062,1901,0,0,house,STD,NND
IA,IA0556,002,W5,BADGER PUBLIC LIBRARY,211 1ST AVE SE,BADGER,50516,M,WEBSTER,5155454793,CE,NO,1184,R_13,0,R_13,936,R_13,52,R_13,2014,00,00,00,-94.1441180,42.6148544,19,187,04195,37216,42,101.00,3084,1904,22700,1,house,STD,NND
IA,IA0557,002,7C,CRYSTAL LAKE PUBLIC LIBRARY,225 STATE AVE SOUTH,CRYSTAL LAKE,50432,7734,HANCOCK,6415653325,CE,NO,1440,R_13,0,R_13,1092,R_13,52,R_13,2014,00,06,07,-93.7900805,43.2250300,19,081,17670,11102,42,2703.00,1031,1904,0,0,house,ADV,NND
IA,IA0558,002,T4,CLUTIER PUBLIC LIBRARY,404 MAIN,CLUTIER,52217,4704,TAMA,3194792171,CE,NO,800,R_13,0,R_13,1040,R_13,52,R_13,2014,00,00,00,-92.4039417,42.0791461,19,171,14655,17523,42,2901.00,3128,1901,0,0,house,STD,NND
IA,IA0559,001,T2,ATKINS PUBLIC LIBRARY,480 THIRD AVE,ATKINS,52206,M,BENTON,3194467676,CE,NO,5200,R_13,0,R_13,1820,R_13,52,R_13,2014,00,00,00,-91.8651570,41.9937580,19,011,03475,25737,41,9605.00,1071,1901,16300,0,postalcode-sub,PCR,POC
IA,IA0560,001,IA0560,MOORHEAD PUBLIC LIBRARY,MAIN ST,MOORHEAD,51558,M,MONONA,-3,CE,NO,-1,U_13,0,R_13,-1,U_13,-1,U_13,2014,00,00,00,-95.8412860,41.9104810,19,133,00000,9104,43,9604.00,2129,1904,0,0,postalcode-main,NCF,POC
IA,IA0561,001,IA0561,MELCHER-DALLAS PUBLIC LIBRARY,101 NE CENTER ST,MELCHER-DALLAS,50163,7774,MARION,6419476700,CE,NO,800,R_13,0,R_13,1664,R_13,52,R_13,2014,00,00,00,-93.2417100,41.2236870,19,125,50935,33196,42,306.00,2013,1902,0,0,addresspoint,ADV,NND
IA,IA0562,001,IA0562,PUBLIC RESOURCE/TECHNOLOGY CENTER,201 SCHOOL ST,ORIENT,50858,5014,ADAIR,6413375061,CE,NO,1740,R_13,0,R_13,1120,R_13,51,R_13,2014,00,00,00,-94.4146691,41.2017492,19,001,59565,7463,42,9602.00,2270,1903,0,0,house,STD,NND
IA,IA0570,001,IA0570,BAXTER PUBLIC LIBRARY,202 E STATE ST,BAXTER,50028,7761,JASPER,6412273934,CE,NO,2400,R_13,0,R_13,1508,R_13,52,R_13,2014,00,00,00,-93.1488090,41.8262580,19,099,04915,36731,42,402.00,2009,1902,35500,1,addresspoint,STD,NND
IA,IA0571,001,IA0571,CLIVE PUBLIC LIBRARY,1900 NW 114TH ST,CLIVE,50325,7039,POLK,5154532221,CE,CC,11000,R_13,0,R_13,3380,R_13,52,R_13,2014,00,00,00,-93.7749520,41.6096510,19,153,14520,451822,21,112.06,2006,1903,19780,0,addresspoint,STD,NND
IA,IA0573,001,IA0573,HOSPERS PUBLIC LIBRARY,213 MAIN ST,HOSPERS,51238,M,SIOUX,7127528400,CE,NO,2305,R_13,0,R_13,1976,R_13,52,R_13,2014,00,00,00,-95.9057061,43.0723721,19,167,37290,34524,42,701.00,2025,1904,0,0,house,STD,NND
IA,IA0575,001,IA0575,RUSSELL D. COLE LIBRARY,620 THIRD ST SW,MOUNT VERNON,52314,1012,LINN,3198954262,CE,NO,39100,R_13,0,R_13,5040,R_13,50,R_13,2014,00,00,00,-91.4291240,41.9259610,19,113,54840,216087,31,108.00,2024,1901,16300,0,postalcode-sub,PCR,POC
IA,IA0576,001,IA0576,SPRINGMIER COMMUNITY LIBRARY,311 W MARENGO RD,TIFFIN,52340,9308,JOHNSON,3195452960,CE,NC,4144,R_13,0,R_13,2100,R_13,50,R_13,2014,00,00,00,-91.6669571,41.7072474,19,103,78060,139814,41,103.01,4063,1902,26980,0,house,STD,NND
IA,IA0577,001,IA0577,CUSHING COMMUNITY LIBRARY,202 MAIN ST,CUSHING,51018,7706,WOODBURY,7123842501,CE,NO,1925,R_13,0,R_13,455,R_13,52,R_13,2014,00,00,00,-95.6751810,42.4654740,19,193,17940,102278,43,31.00,4053,1904,43580,0,addresspoint,STD,NND
IA,IA0578,001,IA0585,ST. CHARLES PUBLIC LIBRARY,210 N CROSS ST,ST. CHARLES,50240,M,MADISON,6413962945,CE,NO,4500,R_13,0,R_13,1196,R_13,52,R_13,2014,00,00,00,-93.8078050,41.2884640,19,121,69915,15463,42,601.00,3054,1903,19780,0,postalcode-sub,PCR,POC
IA,IA0579,001,IA0579,LECLAIRE COMMUNITY LIBRARY,323 WISCONSIN ST,LECLAIRE,52753,9526,SCOTT,5632896002,CE,NC,8800,R_13,0,R_13,2652,R_13,52,R_13,2014,00,00,00,-90.3466140,41.5975850,19,163,44085,170553,21,101.02,2005,1902,19340,0,addresspoint,STD,NND
IA,IA0580,001,IA0580,RUNNELLS COMMUNITY LIBRARY,6575 SE 116TH ST,RUNNELLS,50237,1193,POLK,5159662068,CE,NO,2755,R_13,0,R_13,400,R_13,52,R_13,2014,00,00,00,-93.3578550,41.5209570,19,153,00000,451822,42,107.02,1050,1903,19780,0,addresspoint,STD,NND
IA,IA0581,001,IA0572,MINGO PUBLIC LIBRARY,307 MOHAWK DR,MINGO,50168,7734,JASPER,6413634631,CE,NO,1200,R_13,0,R_13,612,R_13,51,R_13,2014,00,00,00,-93.2835080,41.7670260,19,099,52815,36731,42,402.00,3011,1902,35500,1,postalcode-sub,NCF,POC
IA,IA0582,001,IA0590,LIED IRWIN PUBLIC LIBRARY,509 ANN,IRWIN,51446,M,SHELBY,7127823335,CE,NO,-1,U_13,0,R_13,-1,U_13,-1,U_13,2014,00,00,00,-95.2061151,41.7905448,19,165,39000,11944,43,9601.00,4079,1904,0,0,house,STD,NND
IA,IA0583,001,SWPL,SWISHER COMMUNITY LIBRARY,72 2ND ST,SWISHER,52338,M,JOHNSON,3198574090,CE,NC,1208,R_13,0,R_13,936,R_13,52,R_13,2014,00,00,00,-91.6917460,41.8446330,19,103,76890,139814,41,102.00,1041,1902,26980,0,postalcode-main,ABR,POC
IA,IA0584,001,MBC,MILLERSBURG COMMUNITY LIBRARY,847 JACKSON ST,MILLERSBURG,52308,M,IOWA,3196557005,CE,NO,1128,R_13,0,R_13,520,R_13,52,R_13,2014,02,00,00,-92.1576625,41.5721279,19,095,52230,16341,42,9603.00,3270,1901,0,0,street,DGL,POC
ID,ID0001,002,IDAB,ABERDEEN DISTRICT,76 E CENTRAL AVE,ABERDEEN,83210,M,BINGHAM,2083974427,CE,NO,3180,R_13,0,R_13,1938,R_13,52,R_13,2014,00,00,00,-112.8376115,42.9441406,16,011,00100,45408,42,9503.00,5118,1602,13940,1,house,ADV,NND
ID,ID0002,002,IDAM,AMERICAN FALLS DISTRICT,308 ROOSEVELT ST,AMERICAN FALLS,83211,1219,POWER,2082262335,CE,NC,12250,R_13,0,R_13,2642,R_13,52,R_13,2014,00,00,00,-112.8524900,42.7828140,16,077,01900,7694,32,9602.00,3050,1602,0,0,addresspoint,STD,NND
ID,ID0003,002,IDAR,LOST RIVERS COMMUNITY DISTRICT,126 S FRONT ST,ARCO,83213,M,BUTTE,2085278511,CE,NO,2850,R_13,0,R_13,1742,R_13,52,R_13,2014,00,00,00,-113.2997369,43.6363786,16,023,03160,2628,43,9701.00,3100,1602,26820,0,house,STD,NND
ID,ID0003,003,IDAR,LOST RIVERS COMMUNITY DISTRICT - HOWE,HIGHWAY 33,ARCO,83213,M,BUTTE,2087673018,BR,NO,-1,U_13,0,R_13,702,R_13,52,R_13,2014,00,00,00,-113.3057870,43.6328450,16,023,03160,2628,43,9701.00,1228,1602,26820,0,postalcode-main,NCF,POC
ID,ID0005,002,IDB,BOISE PUBLIC,715 S CAPITOL BLVD,BOISE,83702,7123,ADA,2083844238,CE,CC,79381,R_13,0,R_13,3068,R_13,52,R_13,2014,00,00,00,-116.2070700,43.6100660,16,001,08830,416556,12,1.00,2051,1602,14260,0,addresspoint,STD,NND
ID,ID0005,005,IDB,BOISE PUBLIC-COLLISTER BRANCH,4724 W STATE ST,BOISE,83703,4104,ADA,2085624916,BR,CC,12169,R_13,0,R_13,2500,R_13,52,R_13,2014,00,00,00,-116.2475320,43.6486680,16,001,08830,416556,12,3.02,2008,1602,14260,0,addresspoint,STD,NND
ID,ID0005,006,IDB,BOISE PUBLIC-HILLCREST BRANCH,5246 W OVERLAND RD,BOISE,83705,2636,ADA,2085624996,BR,CC,8624,R_13,0,R_13,2600,R_13,52,R_13,2014,00,00,00,-116.2467515,43.5897848,16,001,08830,416556,12,14.00,4014,1602,14260,0,house,STD,NND
ID,ID0005,007,IDB,BOISE PUBLIC-COLE AND USTICK BRANCH,7557 W USTICK RD,BOISE,83704,5810,ADA,2085706900,BR,CC,15300,R_13,0,R_13,2600,R_13,52,R_13,2014,00,00,00,-116.5444429,43.6341268,16,027,00000,199040,41,211.00,2013,1601,14260,0,house,STD,NND
ID,ID0006,002,IDBC,ADA COUNTY DISTRICT,10664 W VICTORY RD,BOISE,83709,3962,ADA,2083620181,CE,NC,14200,R_13,0,R_13,3016,R_13,52,R_13,2014,00,00,00,-116.3148390,43.5757170,16,001,08830,416556,21,22.23,1076,1601,14260,0,addresspoint,STD,NND
ID,ID0006,005,IDBC-H,ADA COUNTY DISTRICT-HIDDEN SPRINGS,5849 W HIDDEN SPRINGS DR,BOISE,83714,9453,ADA,2082292665,BR,NC,1600,R_13,0,R_13,1560,R_13,52,R_13,2014,00,00,00,-116.2615670,43.7252440,16,001,37500,416556,21,101.00,1039,1602,14260,0,addresspoint,STD,NND
ID,ID0006,006,IDBC-S,ADA COUNTY DISTRICT - STAR BRANCH,10706 W STATE ST STE D,STAR,83669,5635,ADA,2082869755,BR,NC,7312,R_13,0,R_13,2600,R_13,52,R_13,2014,00,00,00,-116.4871060,43.6919750,16,001,76870,416556,31,102.01,3076,1601,14260,0,postalcode-sub,NCF,POC
ID,ID0006,007,IDBC,ADA COUNTY DISTRICT-LAKE HAZEL,10489 W LAKE HAZEL RD,BOISE,83709,6300,ADA,2082976700,BR,NC,16877,R_13,0,R_13,3224,R_13,52,R_13,2014,00,00,00,-116.3107798,43.5464782,16,001,00000,416556,21,104.02,1035,1601,14260,0,house,STD,NND
ID,ID0007,002,IDBE,BELLEVUE PUBLIC,117 E PINE,BELLEVUE,83313,M,BLAINE,2087884503,CE,NO,981,R_13,0,R_13,1750,R_13,50,R_13,2014,00,00,00,-114.2592400,43.4630320,16,013,06220,21322,33,9602.00,4059,1602,25200,1,addresspoint,STD,NND
ID,ID0008,002,IDBF,BLACKFOOT PUBLIC,129 N BROADWAY,BLACKFOOT,83221,2204,BINGHAM,2087858628,CE,NO,10005,R_13,0,R_13,2808,R_13,52,R_13,2014,00,00,00,-112.3449905,43.1903120,16,011,07840,45408,32,9505.00,2079,1602,13940,1,house,STD,NND
ID,ID0009,002,IDBFS,SNAKE RIVER SCHOOL/COMMUNITY,924 W HWY 39,BLACKFOOT,83221,5306,BINGHAM,2086843063,CE,NO,5650,R_13,0,R_13,3328,R_13,52,R_13,2014,00,00,00,-112.4789760,43.1969805,16,011,00000,45408,41,9507.00,1008,1602,13940,1,house,STD,NND
ID,ID0010,002,IDBNF,BOUNDARY COUNTY DISTRICT,6370 KOOTENAI,BONNERS FERRY,83805,M,BOUNDARY,2082673750,CE,NO,8000,R_13,0,R_13,2912,R_13,52,R_13,2014,00,00,00,-116.3109535,48.6963540,16,021,09370,10865,33,9702.00,3040,1601,0,0,house,STD,NND
ID,ID0011,002,IDBR,BRUNEAU VALLEY DISTRICT,32073 RUTH ST,BRUNEAU,83604,M,OWYHEE,2088452131,CE,NC,1800,R_13,0,R_13,1144,R_13,52,R_13,2014,00,00,00,-115.7988883,42.8807118,16,073,00000,11423,43,9502.00,4103,1601,14260,0,house,STD,NND
ID,ID0012,002,IDBUH,BUHL PUBLIC,215 BROADWAY N,BUHL,83316,1624,TWIN FALLS,2085436500,CE,NO,4950,R_13,0,R_13,1664,R_13,52,R_13,2014,00,00,00,-114.7611615,42.6000621,16,083,10810,79839,33,4.00,3022,1602,46300,1,house,STD,NND
ID,ID0013,002,IDBUR,BURLEY PUBLIC,1300 MILLER AVE,BURLEY,83318,1729,CASSIA,2088787708,CE,NO,6856,R_13,0,R_13,2565,R_13,52,R_13,2014,00,00,00,-113.7958870,42.5364230,16,031,11260,23342,33,9504.00,3036,1602,15420,1,addresspoint,STD,NND
ID,ID0014,002,IDC,COEUR D'ALENE PUBLIC,702 E FRONT AVE,COEUR D'ALENE,83814,4012,KOOTENAI,2087692315,CE,NC,38500,R_13,0,R_13,2912,R_13,52,R_13,2014,00,00,00,-116.7765660,47.6725560,16,055,16750,144357,13,16.00,2019,1601,17660,0,addresspoint,STD,NND
ID,ID0015,002,IDCA,CALDWELL PUBLIC,1010 DEARBORN ST,CALDWELL,83605,4165,CANYON,2084593242,CE,NC,16600,R_13,0,R_13,3224,R_13,52,R_13,2014,00,00,00,-116.6878780,43.6616880,16,027,12250,199040,22,215.00,2017,1601,14260,0,addresspoint,STD,NND
ID,ID0016,002,IDCAR,LITTLE WOOD RIVER DISTRICT,16 PANTHER AVE,CAREY,83320,M,BLAINE,2088234510,CE,NO,-1,U_13,0,R_13,1066,R_13,52,R_13,2014,00,00,00,-113.9439000,43.3145110,16,013,12790,21322,43,9601.00,1173,1602,25200,1,addresspoint,ADV,NND
ID,ID0018,002,IDCHA,CHALLIS PUBLIC,531 MAIN ST,CHALLIS,83226,M,CUSTER,2088794267,CE,NO,2040,R_13,0,R_13,1479,R_13,51,R_13,2014,00,00,00,-114.2339785,44.5050233,16,037,13780,4235,43,9602.00,2117,1602,0,0,house,STD,NND
ID,ID0019,002,IDCHP,PORTNEUF DISTRICT,5210 STUART,CHUBBUCK,83202,2214,BANNOCK,2082372192,CE,NC,12000,R_13,0,R_13,2912,R_13,52,R_13,2014,00,00,00,-112.4744000,42.9282130,16,005,14680,83322,23,3.00,4012,1602,38540,0,addresspoint,STD,NND
ID,ID0020,002,IDCL,CLARKIA DISTRICT,377 POPLAR ST,CLARKIA,83812,M,SHOSHONE,2082452908,CE,NO,672,R_13,0,R_13,988,R_13,52,R_13,2014,00,00,00,-116.2541773,47.0114683,16,079,00000,12685,43,9602.00,6398,1601,0,0,house,STD,NND
ID,ID0021,002,IDCM,CAMBRIDGE COMMUNITY DISTRICT,120 N SUPERIOR ST,CAMBRIDGE,83610,M,WASHINGTON,2082573434,CE,NO,4000,R_13,0,R_13,1560,R_13,52,R_13,2014,00,00,00,-116.6752107,44.5729133,16,087,12520,9954,43,9701.00,1250,1601,0,0,house,STD,NND
ID,ID0022,002,IDCN,COUNCIL VALLEY DISTRICT,104 CALIFORNIA AVE,COUNCIL,83612,M,ADAMS,2082536004,CE,NO,2810,R_13,0,R_13,1352,R_13,52,R_13,2014,00,00,00,-116.4384471,44.7281997,16,003,18820,3831,43,9502.00,1792,1601,0,0,house,STD,NND
ID,ID0023,002,IDCS,CASCADE PUBLIC,105 N FRONT ST,CASCADE,83611,M,VALLEY,2083824757,CE,NO,2226,R_13,0,R_13,2106,R_13,52,R_13,2014,00,00,00,-116.0412880,44.5167340,16,085,13150,9586,43,9701.00,1315,1601,0,0,addresspoint,STD,NND
ID,ID0024,002,IDD,SOUTH BANNOCK DISTRICT,18 N MAIN,DOWNEY,83234,M,BANNOCK,2088975270,CE,NC,1950,R_13,0,R_13,1352,R_13,52,R_13,2014,00,00,00,-112.1243667,42.4289806,16,005,22600,83322,43,19.00,4229,1602,38540,0,house,STD,NND
ID,ID0024,003,IDD-L,SOUTH BANNOCK DISTRICT - LAVA HOT SPRINGS,33 MAIN ST,LAVA HOT SPRINGS,83246,M,BANNOCK,2087765301,BR,NC,1625,R_13,0,R_13,1352,R_13,52,R_13,2014,00,00,00,-112.0297900,42.6188520,16,005,00000,83322,42,19.00,3235,1602,38540,0,postalcode-main,ABR,POC
ID,ID0024,004,IDD-BM,SOUTH BANNOCK DISTRICT - BOOKMOBILE,18 N MAIN,DOWNEY,83234,M,BANNOCK,2088975270,BS,NC,-3,U_13,1,R_13,642,R_13,46,R_13,2014,00,00,00,-112.1243667,42.4289806,16,005,22600,83322,43,19.00,4229,1602,38540,0,house,STD,NND
ID,ID0024,005,IDD-M,SOUTH BANNOCK DISTRICT - MCCAMMON,808 CENTER ST,MCCAMMON,83250,1600,BANNOCK,2082549003,BR,NC,2940,R_13,0,R_13,832,R_13,52,R_13,2014,00,00,00,-112.1918604,42.6487991,16,005,48880,83322,42,19.00,1207,1602,38540,0,house,STD,NND
ID,ID0025,002,IDDU,CLARK COUNTY DISTRICT,160 W MAIN ST,DUBOIS,83423,M,CLARK,2083745267,CE,NO,1088,R_13,0,R_13,1768,R_13,52,R_13,2014,00,00,00,-112.2320770,44.1762908,16,033,22960,861,43,9501.00,1592,1602,0,0,house,STD,NND
ID,ID0026,002,IDEA,EAGLE PUBLIC,100 N STIERMAN WY,EAGLE,83616,5162,ADA,2089396814,CE,NC,16681,R_13,0,R_13,2958,R_13,52,R_13,2014,00,00,15,-116.3471950,43.6954820,16,001,23410,416556,21,102.25,2041,1601,14260,0,addresspoint,ADV,NND
ID,ID0027,002,IDEM,EMMETT PUBLIC,275 S HAYES AVE,EMMETT,83617,2930,GEM,2083656057,CE,NC,7113,R_13,0,R_13,1612,R_13,52,R_13,2014,00,00,00,-116.4986844,43.8738707,16,045,25570,16694,32,9603.00,2019,1601,14260,0,house,STD,NND
ID,ID0028,002,IDER,ELK RIVER DISTRICT,203 MAIN ST,ELK RIVER,83827,M,CLEARWATER,2088263539,CE,NO,1300,R_13,0,R_13,3349,R_13,52,R_13,2014,00,00,00,-116.1796180,46.7826340,16,035,25120,8604,43,9701.00,4760,1601,0,0,addresspoint,STD,NND
ID,ID0029,002,IDFA,CAMAS COUNTY DISTRICT,607 SOLDIER RD,FAIRFIELD,83327,M,CAMAS,2087642553,CE,NO,3800,R_13,0,R_13,1560,R_13,52,R_13,2014,00,00,00,-114.7919696,43.3469295,16,025,26290,1039,43,9701.00,1408,1602,25200,1,house,STD,NND
