STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GAL,GALMS,POSTMS,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB
CA,CA0078,002,M674,NATIONAL CITY PUBLIC LIBRARY,00,00,00,-117.104699,32.670274,06,073,50398,3263431,21,117,3004,0651,41740,0,addresspoint,STD,NND,1401 NATIONAL CITY BLVD.,NATIONAL CITY,91950,4401,SAN DIEGO,6194705800,CE,CC,49508,R_14,0,R_14,2400,R_14,50,R_14,2015
CA,CA0079,002,M675,GRASS VALLEY LIBRARY-ROYCE BRANCH,00,00,00,-121.063539,39.216928,06,057,30798,98893,32,5.02,1011,0601,46020,1,addresspoint,STD,NND,207 MILL STREET,GRASS VALLEY,95945,6711,NEVADA,5302734117,BR,NO,6044,R_14,0,R_14,1687,R_14,50,R_14,2015
CA,CA0079,003,M675,TRUCKEE LIBRARY,00,00,00,-120.2001813,39.3258799,06,057,80588,98893,32,12.06,2026,0604,46020,1,house,STD,NND,10031 LEVON AVENUE,TRUCKEE,96161,4800,NEVADA,5305827846,BR,NO,5000,R_14,0,R_14,1958,R_14,50,R_14,2015
CA,CA0079,006,M675,MADELYN HELLING COUNTY LIBRARY,00,00,00,-121.024815,39.269763,06,057,50874,98893,32,8.02,1002,0601,46020,1,addresspoint,STD,NND,980 HELLING WAY,NEVADA CITY,95959,8619,NEVADA,5302657050,CE,NO,17000,R_14,0,R_14,2086,R_14,50,R_14,2015
CA,CA0079,007,M675,DORIS FOLEY LIBRARY FOR HISTORICAL RESEARCH,00,00,00,-121.018772,39.263737,06,057,50874,98893,32,8.02,1050,0601,46020,1,addresspoint,STD,NND,211 N. PINE ST.,NEVADA CITY,95959,2513,NEVADA,5302654606,BR,NO,5324,R_14,0,R_14,1194,R_14,51,R_14,2015
CA,CA0079,009,M675,BEAR RIVER HIGH SCHOOL LIBRARY STATION,00,00,00,-121.073874,39.046313,06,057,39690,98893,32,1.03,1005,0601,46020,1,addresspoint,STD,NND,11130 MAGNOLIA ROAD,GRASS VALLEY,95949,8366,NEVADA,5302714147,BR,NO,3000,R_14,0,R_14,688,R_14,50,R_14,2015
CA,CA0079,010,M675,PENN VALLEY LIBRARY STATION,00,00,00,-121.2039551,39.2237214,06,057,39885,98893,41,4.02,4033,0601,46020,1,house,STD,NND,11336 PLEASANT VALLEY ROAD,PENN VALLEY,95946,9440,NEVADA,5304325764,BR,NO,1365,R_14,0,R_14,996,R_14,50,R_14,2015
CA,CA0080,002,M676,CENTRAL LIBRARY,00,00,00,-117.873887,33.607972,06,059,51182,3145515,13,630.08,1021,0648,31080,0,addresspoint,STD,NND,1000 AVOCADO AVE.,NEWPORT BEACH,92660,7915,ORANGE,9497173800,CE,CC,71000,R_14,0,R_14,3550,R_14,52,R_14,2015
CA,CA0080,003,M676,CORONA DEL MAR LIBRARY,00,00,00,-117.86952,33.596333,06,059,51182,3145515,13,627.02,3040,0648,31080,0,addresspoint,STD,NND,420 MARIGOLD AVE.,CORONA DEL MAR,92625,2405,ORANGE,9496443075,BR,NC,3795,R_14,0,R_14,2550,R_14,52,R_14,2015
CA,CA0080,004,M676,CREAN MARINERS BRANCH LIBRARY,00,00,00,-117.903655,33.633293,06,059,16532,3145515,13,630.1,1000,0648,31080,0,addresspoint,STD,NND,1300 IRVINE AVENUE.,NEWPORT BEACH,92660,4605,ORANGE,9497173838,BR,CC,15305,R_14,0,R_14,3550,R_14,52,R_14,2015
CA,CA0080,005,M676,BALBOA LIBRARY,00,00,00,-117.906456,33.6040067,06,059,51182,3145515,13,628,3022,0648,31080,0,house,STD,NND,100 E. BALBOA BLVD.,NEWPORT BEACH,92661,1118,ORANGE,9496443076,BR,CC,6000,R_14,0,R_14,3000,R_14,52,R_14,2015
CA,CA0081,002,M677,MAIN LIBRARY,00,00,00,-122.263473,37.801294,06,001,53000,1610921,11,4034,2008,0613,41860,0,addresspoint,STD,NND,125 14TH ST.,OAKLAND,94612,4310,ALAMEDA,5102383134,CE,CC,82000,R_14,0,R_14,2406,R_14,52,R_14,2015
CA,CA0081,003,M677,ASIAN BRANCH LIBRARY,00,00,00,-122.2718155,37.8003036,06,001,53000,1610921,11,4030,1011,0613,41860,0,house,STD,NND,"388 9TH ST., SUITE 190",OAKLAND,94607,4292,ALAMEDA,5102383400,BR,CC,8500,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,004,M677,BROOKFIELD BRANCH LIBRARY,00,00,00,-122.1879046,37.7376782,06,001,53000,1610921,11,4090,1018,0613,41860,0,house,STD,NND,9255 EDES AVE.,OAKLAND,94603,1117,ALAMEDA,5106155725,BR,CC,4250,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,005,M677,DIMOND BRANCH LIBRARY,00,00,00,-122.215682,37.801501,06,001,53000,1610921,11,4048,2006,0613,41860,0,addresspoint,STD,NND,3565 FRUITVALE AVE.,OAKLAND,94602,2326,ALAMEDA,5104827844,BR,CC,10000,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,006,M677,EASTMONT BRANCH LIBRARY,00,00,00,-122.1775451,37.7663224,06,001,53000,1610921,11,4086,1014,0613,41860,0,house,STD,NND,7200 BANCROFT AVE. SUITE 211,OAKLAND,94605,2477,ALAMEDA,5106155726,BR,CC,9200,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,007,M677,ELMHURST BRANCH LIBRARY,00,00,00,-122.174769,37.751325,06,001,53000,1610921,11,4096,4006,0613,41860,0,addresspoint,STD,NND,1427 88TH AVE.,OAKLAND,94621,1105,ALAMEDA,5106155727,BR,CC,3220,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,008,M677,GOLDEN GATE BRANCH LIBRARY,00,00,00,-122.2823842,37.8390969,06,001,53000,1610921,11,4009,1012,0613,41860,0,house,STD,NND,5606 SAN PABLO AVE.,OAKLAND,94608,2728,ALAMEDA,5105975023,BR,CC,4260,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,009,M677,LAKEVIEW BRANCH LIBRARY,00,00,00,-122.249199,37.8089771,06,001,53000,1610921,11,4037.02,1011,0613,41860,0,house,STD,NND,550 EL EMBARCADERO,OAKLAND,94610,3612,ALAMEDA,5102387344,BR,CC,3800,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,010,M677,CESAR E. CHAVEZ BRANCH LIBRARY,00,00,00,-122.224569,37.776196,06,001,53000,1610921,11,4061,1025,0613,41860,0,addresspoint,STD,NND,3301 E. 12TH STREET,OAKLAND,94601,3424,ALAMEDA,5105355620,BR,CC,15000,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,011,M677,MARTIN LUTHER KING JR. BRANCH LIBRARY,00,00,00,-122.1908179,37.7609701,06,001,53000,1610921,11,4088,3008,0613,41860,0,house,STD,NND,6833 INTERNATIONAL BLVD.,OAKLAND,94621,3503,ALAMEDA,5106155728,BR,CC,3800,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,012,M677,MELROSE BRANCH LIBRARY,00,00,00,-122.207537,37.772666,06,001,53000,1610921,11,4074,2003,0613,41860,0,addresspoint,STD,NND,4805 FOOTHILL BLVD.,OAKLAND,94601,5327,ALAMEDA,5105355623,BR,CC,5300,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,013,M677,MONTCLAIR BRANCH LIBRARY,00,00,00,-122.213889,37.83214,06,001,53000,1610921,11,4045.02,4018,0613,41860,0,addresspoint,STD,NND,1687 MOUNTAIN BLVD.,OAKLAND,94611,2257,ALAMEDA,5104827810,BR,CC,3800,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,014,M677,PIEDMONT AVENUE BRANCH LIBRARY,00,00,00,-122.2483041,37.8276772,06,001,53000,1610921,11,4041.01,1016,0613,41860,0,house,STD,NND,80 ECHO AVENUE,OAKLAND,94611,4308,ALAMEDA,5105975011,BR,CC,1920,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,015,M677,ROCKRIDGE BRANCH LIBRARY,00,00,00,-122.2513055,37.8392943,06,001,53000,1610921,11,4003,2001,0613,41860,0,house,STD,NND,5366 COLLEGE AVE.,OAKLAND,94618,1417,ALAMEDA,5105975017,BR,CC,15200,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,016,M677,TEMESCAL BRANCH LIBRARY,00,00,00,-122.262176,37.838164,06,001,53000,1610921,11,4003,3018,0613,41860,0,addresspoint,STD,NND,5205 TELEGRAPH AVE.,OAKLAND,94609,1917,ALAMEDA,5105975049,BR,CC,4260,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,017,M677,WEST OAKLAND BRANCH LIBRARY,00,00,00,-122.2851096,37.8124135,06,001,53000,1610921,11,4024,1007,0613,41860,0,house,STD,NND,1801 ADELINE ST.,OAKLAND,94607,2322,ALAMEDA,5102387352,BR,CC,8000,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0081,021,M677,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,00,00,00,-122.276341,37.806361,06,001,53000,1610921,11,4026,1010,0613,41860,0,addresspoint,STD,NND,659 14TH ST.,OAKLAND,94612,1242,ALAMEDA,5106370200,BR,CC,3000,R_14,0,R_14,1397,R_14,52,R_14,2015
CA,CA0081,022,M677,81ST AVENUE BRANCH LIBRARY,00,00,00,-122.1861783,37.7527499,06,001,53000,1610921,11,4089,1008,0613,41860,0,house,STD,NND,1021 81ST AVENUE,OAKLAND,94621,2455,ALAMEDA,5106155812,BR,CC,22000,R_14,0,R_14,1758,R_14,52,R_14,2015
CA,CA0082,002,M678,OCEANSIDE PUBLIC LIBRARY,00,00,00,-117.380464,33.1970227,06,073,53322,3263431,21,184,2041,0649,41740,0,house,STD,NND,330 N. COAST HWY,OCEANSIDE,92054,2824,SAN DIEGO,7604355600,CE,NC,32000,R_14,0,R_14,2559,R_14,52,R_14,2015
CA,CA0082,003,M678,MISSION BRANCH LIBRARY,00,00,00,-117.3284817,33.2268662,06,073,53322,3263431,21,185.12,1007,0649,41740,0,house,STD,NND,3861-B MISSION AVE.,OCEANSIDE,92058,1877,SAN DIEGO,7604355630,BR,NC,12500,R_14,0,R_14,2115,R_14,48,R_14,2015
CA,CA0082,006,M678,OCEANSIDE READS LITERACY CENTER,00,00,00,-117.378164,33.198306,06,073,53322,3263431,21,184,2026,0649,41740,0,house,STD,NND,321 N. NEVADA ST.,OCEANSIDE,92054,2811,SAN DIEGO,7604355680,BR,NC,1054,R_14,0,R_14,1540,R_14,52,R_14,2015
CA,CA0082,007,M678,OCEANSIDE P.L. BOOKMOBILE,00,00,00,-117.380464,33.1970227,06,073,53322,3263431,21,184,2041,0649,41740,0,house,STD,NND,330 N. COAST HIGHWAY,OCEANSIDE,92054,2824,SAN DIEGO,7604355560,BS,NC,-3,U_14,1,R_14,600,R_14,50,R_14,2015
CA,CA0082,009,M678,OCEANSIDE P.L. BOOKMOBILE 2,02,00,00,0,0,06,073,00000,3263431,.,0,0,.,0,.,.,.,.,330 N. COAST HIGHWAY,OCEANSIDE,92054,2824,SAN DIEGO,7604355560,BS,M,-3,U_14,1,R_14,288,R_14,24,R_14,2015
CA,CA0083,002,M679,OVITT FAMILY COMMUNITY LIBRARY,00,00,00,-117.6494102,34.0658384,06,071,53896,2112619,12,14,2013,0635,40140,0,house,STD,NND,215 E. C STREET,ONTARIO,91764,4111,SAN BERNARDINO,9093952004,CE,CC,58000,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0083,003,M679,COLONY HIGH BRANCH LIBRARY,00,00,00,-117.569283,34.018931,06,071,53896,2112619,41,19.06,1000,0635,40140,0,addresspoint,STD,NND,3850 E. RIVERSIDE DRIVE,ONTARIO,91761,2603,SAN BERNARDINO,9093952014,BR,CC,14800,R_14,0,R_14,2496,R_14,52,R_14,2015
CA,CA0084,002,M680,RANCHO SANTA MARGARITA BRANCH LIBRARY,00,00,00,-117.591003,33.639539,06,059,59587,3145515,21,320.54,2007,0645,31080,0,postalcode-sub,NCF,POC,30902 LA PROMESA,RANCHO SANTA MARGARI,92688,2821,ORANGE,9494596094,BR,NC,16371,R_14,0,R_14,3016,R_14,52,R_14,2015
CA,CA0084,003,M680,BREA BRANCH LIBRARY,00,00,00,-117.8892789,33.9176994,06,059,08100,3145515,21,15.04,1019,0639,31080,0,house,STD,NND,1 CIVIC CENTER CIRCLE,BREA,92821,5792,ORANGE,7146711722,BR,NC,10880,R_14,0,R_14,2392,R_14,52,R_14,2015
CA,CA0084,004,M680,COSTA MESA BRANCH LIBRARY,00,00,00,-117.9211218,33.6418599,06,059,16532,3145515,12,637.02,2002,0648,31080,0,house,STD,NND,1855 PARK AVE.,COSTA MESA,92627,2711,ORANGE,9496468845,BR,CC,7685,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,005,M680,MESA VERDE BRANCH LIBRARY,00,00,00,-117.9288267,33.6797688,06,059,16532,3145515,12,638.02,2000,0648,31080,0,house,STD,NND,2969 MESA VERDE DRIVE EAST,COSTA MESA,92626,3635,ORANGE,7145465274,BR,CC,6458,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,006,M680,CYPRESS BRANCH LIBRARY,00,00,00,-118.0387806,33.824326,06,059,17750,3145515,21,1101.04,1016,0647,31080,0,house,STD,NND,5331 ORANGE AVE.,CYPRESS,90630,2961,ORANGE,7148260350,BR,NC,15090,R_14,0,R_14,2756,R_14,52,R_14,2015
CA,CA0084,007,M680,DANA POINT BRANCH LIBRARY,00,00,00,-117.715562,33.47654,06,059,17946,3145515,21,423.23,2001,0649,31080,0,addresspoint,STD,NND,33841 NIGUEL ROAD,DANA POINT,92629,4010,ORANGE,9494965517,BR,NC,10535,R_14,0,R_14,3120,R_14,52,R_14,2015
CA,CA0084,008,M680,EL TORO BRANCH LIBRARY,00,00,00,-117.699689,33.619855,06,059,39496,3145515,21,320.14,1000,0645,31080,0,addresspoint,STD,NND,24672 RAYMOND WAY,LAKE FOREST,92630,4481,ORANGE,9498558173,BR,NC,13940,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,009,M680,FOUNTAIN VALLEY BRANCH LIBRARY,00,00,00,-117.949937,33.707064,06,059,25380,3145515,13,992.51,3003,0648,31080,0,addresspoint,STD,NND,17635 LOS ALAMOS ST.,FOUNTAIN VALLEY,92708,5213,ORANGE,7149621324,BR,CC,15578,R_14,0,R_14,2860,R_14,52,R_14,2015
CA,CA0084,010,M680,CHAPMAN BRANCH LIBRARY,00,00,00,-117.972151,33.788498,06,059,29000,3145515,21,881.05,2000,0647,31080,0,addresspoint,STD,NND,9182 CHAPMAN AVE.,GARDEN GROVE,92841,2508,ORANGE,7145392115,BR,NC,5279,R_14,0,R_14,2028,R_14,52,R_14,2015
CA,CA0084,011,M680,GARDEN GROVE REGIONAL LIBRARY,00,00,00,-117.9382819,33.7773683,06,059,29000,3145515,21,886.02,1009,0647,31080,0,house,STD,NND,11200 STANFORD AVE.,GARDEN GROVE,92840,5318,ORANGE,7145300711,BR,NC,21484,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,012,M680,WEST GARDEN GROVE BRANCH LIBRARY,00,00,00,-118.032256,33.788863,06,059,29000,3145515,21,1100.01,2014,0647,31080,0,addresspoint,STD,NND,11962 BAILEY ST.,GARDEN GROVE,92845,1104,ORANGE,7148972594,BR,NC,5279,R_14,0,R_14,2028,R_14,52,R_14,2015
CA,CA0084,013,M680,HERITAGE PARK BRANCH LIBRARY,00,00,00,-117.7773006,33.69923,06,059,36770,3145515,12,525.26,2007,0645,31080,0,house,STD,NND,14361 YALE AVE.,IRVINE,92604,1901,ORANGE,9499364040,BR,CC,21000,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,014,M680,UNIVERSITY PARK BRANCH LIBRARY,00,00,00,-117.821071,33.660532,06,059,36770,3145515,12,626.12,6016,0645,31080,0,addresspoint,STD,NND,4512 SANDBURG WAY,IRVINE,92612,2734,ORANGE,9497864001,BR,CC,11411,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,015,M680,LAGUNA BEACH BRANCH LIBRARY,00,00,00,-117.7822892,33.5423267,06,059,39178,3145515,21,626.05,1012,0648,31080,0,house,STD,NND,363 GLENNEYRE ST.,LAGUNA BEACH,92651,2310,ORANGE,9494971733,BR,NC,10290,R_14,0,R_14,2704,R_14,52,R_14,2015
CA,CA0084,016,M680,LA HABRA BRANCH LIBRARY,00,00,00,-117.9445162,33.9318783,06,059,39290,3145515,21,12.02,2009,0639,31080,0,house,STD,NND,221 E. LA HABRA BLVD.,LA HABRA,90631,5437,ORANGE,5626940078,BR,NC,13994,R_14,0,R_14,3068,R_14,52,R_14,2015
CA,CA0084,017,M680,LA PALMA BRANCH LIBRARY,00,00,00,-118.037267,33.848591,06,059,40256,3145515,21,1101.16,3003,0638,31080,0,addresspoint,STD,NND,7842 WALKER ST.,LA PALMA,90623,1721,ORANGE,7145238585,BR,NC,6225,R_14,0,R_14,2028,R_14,52,R_14,2015
CA,CA0084,018,M680,LOS ALAMITOS-ROSSMOOR BRANCH LIBRARY,00,00,00,-118.076083,33.7807116,06,059,63050,3145515,21,1100.08,1011,0647,31080,0,house,STD,NND,12700 MONTECITO RD.,SEAL BEACH,90740,2745,ORANGE,5624301048,BR,NC,10488,R_14,0,R_14,2080,R_14,52,R_14,2015
CA,CA0084,020,M680,SAN CLEMENTE BRANCH LIBRARY,00,00,00,-117.616751,33.424762,06,059,65084,3145515,21,421.08,2010,0649,31080,0,addresspoint,STD,NND,242 AVENIDA DEL MAR,SAN CLEMENTE,92672,4005,ORANGE,9494923493,BR,NC,9856,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,021,M680,SAN JUAN CAPISTRANO REGIONAL LIBRARY,00,00,00,-117.663202,33.505666,06,059,68028,3145515,21,423.12,1028,0649,31080,0,addresspoint,STD,NND,31495 EL CAMINO REAL,SAN JUAN CAPISTRANO,92675,2699,ORANGE,9494931752,BR,NC,12000,R_14,0,R_14,2600,R_14,52,R_14,2015
CA,CA0084,023,M680,MARY WILSON BRANCH LIBRARY,00,00,00,-118.1050963,33.7441762,06,059,70686,3145515,21,995.12,1004,0648,31080,0,house,STD,NND,707 ELECTRIC AVE.,SEAL BEACH,90740,6103,ORANGE,5624313584,BR,NC,11255,R_14,0,R_14,2028,R_14,52,R_14,2015
CA,CA0084,024,M680,SILVERADO BRANCH LIBRARY,00,00,00,-117.639026,33.747582,06,059,00000,3145515,41,320.11,1027,0645,31080,0,addresspoint,STD,NND,28192 SILVERADO CANYON RD.,SILVERADO,92676,M,ORANGE,7146492216,BR,NC,1119,R_14,0,R_14,1716,R_14,52,R_14,2015
CA,CA0084,025,M680,TUSTIN BRANCH LIBRARY,00,00,00,-117.8198766,33.7420804,06,059,80854,3145515,13,755.05,1003,0645,31080,0,house,STD,NND,345 E. MAIN ST.,TUSTIN,92780,4411,ORANGE,7145447725,BR,CC,31445,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,026,M680,VILLA PARK BRANCH LIBRARY,00,00,00,-117.8197807,33.8140918,06,059,82744,3145515,21,758.09,3012,0645,31080,0,house,STD,NND,17865 SANTIAGO BLVD.,VILLA PARK,92861,4105,ORANGE,7149980861,BR,NC,2016,R_14,0,R_14,2028,R_14,52,R_14,2015
CA,CA0084,027,M680,WESTMINSTER BRANCH LIBRARY,00,00,00,-117.985444,33.755705,06,059,84550,3145515,21,998.03,1005,0647,31080,0,addresspoint,STD,NND,8180 13TH ST.,WESTMINSTER,92683,4529,ORANGE,7148935057,BR,NC,18446,R_14,0,R_14,3016,R_14,52,R_14,2015
CA,CA0084,028,M680,STANTON BRANCH LIBRARY,00,00,00,-117.995907,33.802799,06,059,73962,3145515,21,879.01,2010,0647,31080,0,addresspoint,STD,NND,7850 KATELLA AVE.,STANTON,90680,3146,ORANGE,7148983302,BR,NC,5890,R_14,0,R_14,2028,R_14,52,R_14,2015
CA,CA0084,029,M680,LAGUNA NIGUEL BRANCH LIBRARY,00,00,00,-117.7189134,33.519088,06,059,39248,3145515,21,423.25,2001,0648,31080,0,house,STD,NND,30341 CROWN VALLEY PARKWAY,LAGUNA NIGUEL,92677,6326,ORANGE,9492495252,BR,NC,14734,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,030,M680,ALISO VIEJO BRANCH LIBRARY,00,00,00,-117.727059,33.5696,06,059,00947,3145515,21,626.4,2013,0648,31080,0,addresspoint,STD,NND,1 JOURNEY,ALISO VIEJO,92656,3333,ORANGE,9493601730,BR,NC,20700,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,033,M680,FOOTHILL RANCH BRANCH LIBRARY,00,00,00,-117.659396,33.681067,06,059,39496,3145515,21,524.27,1001,0645,31080,0,addresspoint,STD,NND,27002 CABRIOLE,FOOTHILL RANCH,92610,2210,ORANGE,9498558072,BR,NC,12914,R_14,0,R_14,2444,R_14,52,R_14,2015
CA,CA0084,034,M680,LADERA RANCH BRANCH LIBRARY,00,00,00,-117.6382113,33.5529539,06,059,39114,3145515,21,320.59,5007,0649,31080,0,house,STD,NND,29551 SIENNA PARKWAY,LADERA RANCH,92694,0789,ORANGE,9492345940,BR,NC,14181,R_14,0,R_14,2444,R_14,52,R_14,2015
CA,CA0084,035,M680,KATIE WHEELER BRANCH LIBRARY,00,00,00,-117.7844912,33.7303982,06,059,36770,3145515,12,524.2,3059,0645,31080,0,house,STD,NND,13019 OLD MYFORD RD.,IRVINE,92602,M,ORANGE,7146698753,BR,CC,11250,R_14,0,R_14,3276,R_14,52,R_14,2015
CA,CA0084,036,M680,COSTA MESA TECHNOLOGY LIBRARY,00,00,00,-117.907724,33.656684,06,059,16532,3145515,12,639.06,3033,0648,31080,0,postalcode-sub,NCF,POC,2263 FAIRVIEW RD. STE. A,COSTA MESA,92627,1672,ORANGE,9495153970,BR,CC,2511,R_14,0,R_14,1976,R_14,52,R_14,2015
CA,CA0084,037,M680,LAGUNA HILLS TECHNOLOGY LIBRARY,00,00,00,-117.700087,33.590647,06,059,39220,3145515,21,626.25,4008,0645,31080,0,addresspoint,STD,NND,25555 ALICIA PKWY,LAGUNA HILLS,92653,5341,ORANGE,9497072699,BR,NC,1895,R_14,0,R_14,3016,R_14,52,R_14,2015
CA,CA0085,002,M681,ORANGE PUBLIC LIBRARY & HISTORY CENTER,00,00,00,-117.849409,33.787868,06,059,53980,3145515,12,759.01,2013,0646,31080,0,addresspoint,STD,NND,407 E CHAPMAN AVE,ORANGE,92866,1509,ORANGE,7142882471,CE,CC,45000,R_14,0,R_14,2907,R_14,51,R_14,2015
CA,CA0085,003,M681,EL MODENA BRANCH LIBRARY,00,00,00,-117.8057196,33.7833989,06,059,53980,3145515,12,219.14,2000,0645,31080,0,house,STD,NND,380 S. HEWES ST.,ORANGE,92869,4059,ORANGE,7142882451,BR,CC,9987,R_14,0,R_14,1530,R_14,51,R_14,2015
CA,CA0085,004,M681,TAFT BRANCH LIBRARY,00,00,00,-117.845811,33.815785,06,059,53980,3145515,12,762.05,3000,0646,31080,0,addresspoint,STD,NND,740 E. TAFT AVE.,ORANGE,92865,4406,ORANGE,7142882430,BR,CC,7274,R_14,0,R_14,1530,R_14,51,R_14,2015
CA,CA0086,002,M682,ORLAND FREE LIBRARY,00,00,00,-122.1774822,39.7445193,06,021,54274,27955,41,101,3016,0603,0,0,house,STD,NND,333 MILL ST.,ORLAND,95963,1717,GLENN,5308651640,CE,NO,5160,R_14,0,R_14,1900,R_14,48,R_14,2015
CA,CA0087,002,M683,OXNARD PUBLIC LIBRARY,00,00,00,-119.1785717,34.2009771,06,111,54652,846178,12,87,3011,0626,37100,0,house,STD,NND,251 SOUTH A ST.,OXNARD,93030,5742,VENTURA,8053857522,CE,CC,72000,R_14,0,R_14,2809,R_14,52,R_14,2015
CA,CA0087,003,M683,COLONIA BRANCH LIBRARY,00,00,00,-119.160918,34.206361,06,111,54652,846178,12,91,4000,0626,37100,0,addresspoint,STD,NND,1500 CAMINO DEL SOL #26,OXNARD,93030,3725,VENTURA,8053858108,BR,CC,580,R_14,0,R_14,1188,R_14,52,R_14,2015
CA,CA0087,004,M683,SOUTH OXNARD BRANCH LIBRARY,00,00,00,-119.177629,34.160516,06,111,54652,846178,12,45.04,1004,0626,37100,0,addresspoint,STD,NND,4300 SAVIERS ROAD,OXNARD,93033,7129,VENTURA,8052478937,BR,CC,23032,R_14,0,R_14,2605,R_14,52,R_14,2015
CA,CA0088,002,M684,PACIFIC GROVE PUBLIC LIBRARY,00,00,00,-121.9163002,36.6219929,06,053,54848,431344,22,124.01,2003,0620,41500,0,house,STD,NND,550 CENTRAL AVE.,PACIFIC GROVE,93950,2759,MONTEREY,8316485765,CE,NC,12593,R_14,0,R_14,2249,R_14,52,R_14,2015
CA,CA0089,002,M685,PALMDALE CITY LIBRARY,00,00,00,-118.1165639,34.5794413,06,037,55156,10116705,21,9105.01,1008,0625,31080,0,house,STD,NND,700 E. PALMDALE BLVD.,PALMDALE,93550,4742,LOS ANGELES,6612675600,CE,NC,12790,R_14,0,R_14,2895,R_14,52,R_14,2015
CA,CA0090,002,M686,PALM SPRINGS PUBLIC LIBRARY,00,00,00,-116.5282143,33.819495,06,065,55254,2329271,21,447.01,1041,0636,40140,0,house,STD,NND,300 S. SUNRISE WAY,PALM SPRINGS,92262,7639,RIVERSIDE,7603227323,CE,NC,34100,R_14,0,R_14,2515,R_14,52,R_14,2015
CA,CA0091,002,M687,PALO ALTO MAIN LIBRARY,00,00,00,-122.139761,37.444635,06,085,55282,1894605,13,5111,2009,0618,41940,0,addresspoint,STD,NND,1213 NEWELL RD.,PALO ALTO,94303,2907,SANTA CLARA,6503292436,CE,CC,26313,R_14,0,R_14,1817,R_14,52,R_14,2015
CA,CA0091,003,M687,PALO ALTO CHILDREN'S LIBRARY,00,00,00,-122.1448993,37.444816,06,085,55282,1894605,13,5112,4019,0618,41940,0,house,STD,NND,1276 HARRIET ST.,PALO ALTO,94301,3461,SANTA CLARA,6503292436,BR,CC,6043,R_14,0,R_14,2294,R_14,52,R_14,2015
CA,CA0091,004,M687,COLLEGE TERRACE LIBRARY,00,00,00,-122.1485331,37.4231078,06,085,55282,1894605,13,5115,3010,0618,41940,0,house,STD,NND,2300 WELLESLEY ST.,PALO ALTO,94306,1337,SANTA CLARA,6503292436,BR,CC,2392,R_14,0,R_14,1951,R_14,52,R_14,2015
CA,CA0091,005,M687,PALO ALTO DOWNTOWN BRANCH,00,00,00,-122.1594797,37.4439726,06,085,55282,1894605,13,5113.01,1010,0618,41940,0,house,STD,NND,270 FOREST AVE.,PALO ALTO,94301,2512,SANTA CLARA,6503292436,BR,CC,9046,R_14,0,R_14,2407,R_14,52,R_14,2015
CA,CA0091,006,M687,MITCHELL PARK BRANCH,00,00,00,-122.1070337,37.4180503,06,085,55282,1894605,13,5108.02,2001,0618,41940,0,house,STD,NND,4050 MIDDLEFIELD RD.,PALO ALTO,94303,4739,SANTA CLARA,6503292436,BR,CC,10596,R_14,0,R_14,2808,R_14,52,R_14,2015
