STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,ADDRTYPE,MSTATUS,SCORE
AR,AR0070,001,AR003-010,JIM G. FERGUSON SEARCY COUNTY LIBRARY,202 EAST MAIN STREET,MARSHALL,72650,7723,SEARCY,8704482420,CE,NO,8524,R_15,0,R_15,2184,R_15,52,R_15,2016,00,00,00,-92.629491,35.909095,05,129,44300,7869,43,9702,1050,0501,0,M,PointAddress,E,100
AR,AR0071,001,AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",369 DAVE CREEK PARKWAY,FAIRFIELD BAY,72088,3631,VAN BUREN,-3,CE,NO,3500,R_15,0,R_15,1256,R_15,52,R_15,2016,00,00,00,-92.262742,35.610581,05,141,22660,16771,43,4603.02,2047,0502,0,M,StreetAddress,E,100
AR,AR0076,001,AR0081,HEMPSTEAD COUNTY LIBRARY,500 SOUTH ELM STREET,HOPE,71801,5222,HEMPSTEAD,8707774564,CE,CC,7500,R_15,0,R_15,1935,R_15,49,R_15,2016,00,00,00,-93.592042,33.66454,05,057,33190,22084,32,4803,3009,0504,0,M,PointAddress,E,100
AR,AR0077,001,AR0082,GENTRY PUBLIC LIBRARY,105 E MAIN ST,GENTRY,72734,8219,BENTON,4797362054,CE,NO,10000,R_15,0,R_15,2360,R_15,52,R_15,2016,00,00,00,-94.484643,36.267533,05,007,26290,249672,32,210.02,2009,0503,22220,0,PointAddress,E,100
AR,AR0078,001,AR0083,IVA JANE PEEK LIBRARY HQ,121 N. MAIN STREET,DECATUR,72722,M,BENTON,4797527323,CE,NO,2400,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-94.460726,36.335891,05,007,17740,249672,42,210.02,1035,0503,22220,0,PointAddress,E,100
AR,AR0079,001,AR0084,SILOAM SPRINGS PUBLIC LIBRARY HQ,401 WEST UNIVERSITY STREET,SILOAM SPRINGS,72761,2677,BENTON,-3,CE,NO,6400,R_15,0,R_15,2810,R_15,52,R_15,2016,00,00,00,-94.545142,36.186328,05,007,64370,249672,32,212.01,1056,0503,22220,0,PointAddress,E,100
AR,AR0080,001,AR0080-001,SULPHUR SPRINGS PUBLIC LIBRARY HQ,512 BLACK ST.,SULPHUR SPRINGS,72768,2744,BENTON,4792983753,CE,NO,-1,U_15,0,R_15,1560,R_15,52,R_15,2016,00,00,00,-94.460826,36.481658,05,007,67760,249672,42,210.01,1022,0503,22220,0,Postal,E,100
AR,AR0081,001,AR004-011,ASHDOWN COMMUNITY LIBRARY,160 E. COMMERCE ST.,ASHDOWN,71822,2820,LITTLE RIVER,8708983233,BR,M,2944,R_15,0,R_15,1410,R_15,47,R_15,2016,00,00,00,-94.129338,33.674534,05,081,02380,12472,32,301.02,3022,0504,45500,0,PointAddress,E,100
AR,AR0081,002,AR0004-025,BEN LOMOND BRANCH LIBRARY,448 WILSON CREEK RD.,BEN LOMOND,71823,M,SEVIER,8702874374,BR,M,288,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-94.116088,33.835863,05,133,05260,17290,42,804,2191,0504,0,M,StreetAddress,E,92.078125
AR,AR0081,003,AR0004-019,DE QUEEN LIBRARY,200 WEST STILLWELL,DE QUEEN,71832,2814,SEVIER,8705844364,BR,M,4821,R_15,0,R_15,2236,R_15,52,R_15,2016,00,14,00,-94.339187,34.036769,05,133,18490,17290,33,803,4093,0504,0,M,StreetAddress,E,90.90625
AR,AR0081,004,AR004-008,DIERKS PUBLIC LIBRARY,202 W. 3RD,DIERKS,71833,M,HOWARD,8702863228,BR,M,360,R_15,0,R_15,1240,R_15,52,R_15,2016,00,00,15,-94.018288,34.119329,05,061,18970,13300,43,9501,3058,0504,0,M,StreetAddress,E,90.90625
AR,AR0081,005,AR004-012,FOREMAN PUBLIC LIBRARY,216 SCHUMAN ST.,FOREMAN,71836,M,LITTLE RIVER,8705427409,BR,M,2291,R_15,0,R_15,1092,R_15,52,R_15,2016,00,00,00,-94.396977,33.722046,05,081,24250,12472,42,302,1058,0504,45500,0,StreetAddress,E,100
AR,AR0081,006,AR004-020,GILLHAM BRANCH LIBRARY,102 N. 2ND ST.,GILLHAM,71841,M,SEVIER,8703865665,BR,M,961,R_15,0,R_15,1092,R_15,52,R_15,2016,00,00,00,-94.313866,34.17025,05,133,27010,17290,42,801,1044,0504,0,M,StreetAddress,E,100
AR,AR0081,007,AR004-021,HORATIO GARNER MEMORIAL LIBRARY,108 MAIN STREET,HORATIO,71842,M,SEVIER,8708326882,BR,M,1400,R_15,0,R_15,1040,R_15,52,R_15,2016,00,14,00,-94.358053,33.938473,05,133,33310,17290,42,802,1077,0504,0,M,PointAddress,E,100
AR,AR0081,008,AR004-022,LOCKESBURG BRANCH LIBRARY,112 EAST MAIN,LOCKESBURG,71846,M,SEVIER,8702892233,BR,M,896,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-94.16761,33.967261,05,133,41090,17290,42,804,1064,0504,0,M,StreetAddress,E,100
AR,AR0081,009,AR004-007,MINERAL SPRINGS PUBLIC LIBRARY,313 EAST RUNNELS,MINERAL SPRINGS,71851,M,HOWARD,8702877162,BR,M,400,R_15,0,R_15,696,R_15,52,R_15,2016,00,00,00,-93.91462,33.875237,05,061,46040,13300,42,9502,3073,0504,0,M,StreetAddress,E,90.90625
AR,AR0081,010,AR004-010,TOLLETTE BRANCH LIBRARY,205 TOWN HALL DR.,TOLLETTE,71851,M,HOWARD,8702877166,BR,M,700,R_15,0,R_15,624,R_15,52,R_15,2016,00,00,00,-93.899739,33.815371,05,061,69500,13300,42,9502,4086,0504,0,M,PointAddress,E,100
AR,AR0081,011,AR0004-024,WINTHROP PUBLIC LIBRARY,720 HIGH ST.,WINTHROP,71866,8807,LITTLE RIVER,8703817580,BR,M,1116,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-94.352091,33.831778,05,081,76250,12472,43,303,1094,0504,45500,0,PointAddress,E,100
AR,AR0081,012,AR0081-001,TRI COUNTY REGIONAL LIBRARY SYSTEM,200 W. STILWELL AVE.,DE QUEEN,71832,2814,SEVIER,8705844364,CE,M,4821,R_15,0,R_15,0,R_15,0,R_15,2016,00,06,07,-94.339187,34.036769,05,133,18490,17290,33,803,4093,0504,0,M,StreetAddress,E,98.640625
AS,AS0001,001,OFU CC,OFU COMMUNITY CENTER,OFU ISLAND,OFU,96799,M,OFU,6846559050,BR,NO,937,R_15,0,R_15,810,R_15,52,R_15,2016,00,00,00,-169.678195,-14.170811,60,020,58500,176,43,9518,1007,6098,0,M,Manual,E,100
AS,AS0001,002,FBPL,FELETI BARSTOW PUBLIC LIBRARY,997687 UTULEI ROAD,PAGO PAGO,96799,M,MA`OPUTASI,6846335816,CE,CC,19000,R_15,0,R_15,2240,R_15,52,R_15,2016,00,00,00,-170.70359,-14.272593,60,010,62500,10299,33,9506,1002,6098,0,M,Manual,E,100
AZ,AZ0001,002,BR-ALPINE,ALPINE PUBLIC LIBRARY,17 CR 2061,ALPINE,85920,M,APACHE,9283394925,BR,NO,3120,R_15,0,R_15,1516,R_15,52,R_15,2016,00,00,00,-109.146551,33.848591,04,001,01920,71474,43,9705.02,1876,0401,0,M,Postal,E,100
AZ,AZ0001,003,BR-CONCHO,CONCHO PUBLIC LIBRARY,18 CR 5101,CONCHO,85924,M,APACHE,9283372167,BR,NO,3120,R_15,0,R_15,1200,R_15,52,R_15,2016,00,00,00,-109.638501,34.421826,04,001,M,71474,43,9702,2421,0401,0,M,StreetAddress,E,100
AZ,AZ0001,004,BR-GREER,GREER MEMORIAL LIBRARY,74 A CR 1120,GREER,85927,M,APACHE,9287357710,BR,NO,1300,R_15,0,R_15,708,R_15,52,R_15,2016,00,00,00,-109.458522,34.010288,04,001,29850,71474,42,9705.02,1710,0401,0,M,StreetAddress,E,100
AZ,AZ0001,006,BR-SANDERS,SANDERS PUBLIC LIBRARY,"I-40 EXIT 339 NORTH, FRONTAGE ROAD",SANDERS,86512,M,APACHE,9286882677,BR,NO,2947,R_15,0,R_15,1194,R_15,52,R_15,2016,00,00,00,-109.164853,33.866531,04,001,M,71474,43,9705.02,1461,0401,0,M,Postal,E,100
AZ,AZ0001,010,BR-ROUND,ROUND VALLEY PUBLIC LIBRARY,179 SOUTH MAIN STREET,EAGAR,85925,M,APACHE,9283334694,BR,NO,10149,R_15,0,R_15,2122,R_15,52,R_15,2016,00,00,00,-109.291574,34.107856,04,001,20960,71474,33,9705.01,4040,0401,0,M,StreetAddress,E,100
AZ,AZ0001,011,BR-STJOHNS,ST. JOHNS PUBLIC LIBRARY,35 SOUTH 3RD WEST,ST. JOHNS,85936,M,APACHE,9283374405,BR,NO,10149,R_15,0,R_15,2108,R_15,52,R_15,2016,00,00,00,-109.386856,34.507683,04,001,62350,71474,33,9702,3039,0401,0,M,Postal,E,100
AZ,AZ0001,012,BR-VERNON,VERNON PUBLIC LIBRARY,10 CR 3142,VERNON,85940,M,APACHE,9285325005,BR,NO,3867,R_15,0,R_15,1185,R_15,52,R_15,2016,00,00,00,-109.692671,34.255044,04,001,79870,71474,43,9705.02,3127,0401,0,M,PointAddress,E,100
AZ,AZ0009,002,BR-JIMMIE,JIMMIE LIBHART BRANCH LIBRARY,201 NORTH CENTRAL AVENUE,BOWIE,85605,M,COCHISE,5208472522,BR,NC,870,R_15,0,R_15,1310,R_15,52,R_15,2016,00,00,00,-109.486762,32.32725,04,003,07380,126427,43,1,1093,0402,43420,0,PointAddress,E,100
AZ,AZ0009,005,BR-MYRTLE,MYRTLE KRAFT LIBRARY,2393 SOUTH ROCK HOUSE ROAD,PORTAL,85632,M,COCHISE,5205582468,BR,NC,766,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-109.142318,31.912267,04,003,M,126427,43,5,1272,0402,43420,0,PointAddress,E,95.671875
AZ,AZ0009,006,BR-ALICE,ALICE WOODS SUNIZONA LIBRARY,"ASH CREEK SCHOOL, 6460 EAST HIGHWAY",PEARCE,85625,M,COCHISE,5208243340,BR,NC,7000,R_15,0,R_15,780,R_15,52,R_15,2016,00,00,00,-109.625509,31.883542,04,003,70460,126427,43,1,2270,0402,43420,0,Postal,E,100
AZ,AZ0009,007,BR-SUNSITES,SUNSITES COMMUNITY LIBRARY,210 NORTH FORD ROAD,PEARCE,85625,M,COCHISE,5208263866,BR,NC,1855,R_15,0,R_15,1497,R_15,52,R_15,2016,00,00,00,-109.832651,31.938974,04,003,M,126427,43,2.03,3054,0402,43420,0,StreetAddress,E,92.421875
AZ,AZ0009,015,BS-COCHISE,COCHISE COUNTY BOOKMOBILE,100 CLAWSON AVENUE,BISBEE,85603,1909,COCHISE,5204328930,BS,NC,-3,R_15,1,R_15,1213,R_15,52,R_15,2016,00,00,00,-109.916919,31.443203,04,003,06260,126427,32,10,2006,0402,43420,0,PointAddress,E,100
AZ,AZ0009,016,BR-ELFRIDA,ELFRIDA LIBRARY,10552 NORTH HIGHWAY 191,ELFRIDA,85610,M,COCHISE,5206421744,BR,NC,1200,R_15,0,R_15,1011,R_15,52,R_15,2016,00,00,00,-109.687284,31.6966,04,003,22080,126427,43,5,2017,0402,43420,0,PointAddress,E,100
AZ,AZ0009,017,CE-COCHISE,COCHISE COUNTY LIBRARY DISTRICT HEADQUARTERS,100 CLAWSON AVENUE,BISBEE,85603,1909,COCHISE,5204328930,CE,NC,7000,R_15,0,R_15,2610,R_15,52,R_15,2016,00,00,00,-109.916919,31.443203,04,003,06260,126427,32,10,2006,0402,43420,0,PointAddress,E,100
AZ,AZ0025,005,CE-CLIFTON,CLIFTON PUBLIC LIBRARY,588 TURNER AVENUE,CLIFTON,85533,M,GREENLEE,9288652461,CE,NO,3685,R_15,0,R_15,1504,R_15,44,R_15,2016,00,00,00,-109.290452,33.045663,04,011,14380,9529,33,9601,2069,0401,0,M,StreetAddress,E,100
AZ,AZ0026,003,CE-SAFFORD,SAFFORD CITY-GRAHAM COUNTY LIBRARY,808 SOUTH 7TH AVENUE,SAFFORD,85546,2944,GRAHAM,9283483202,CE,NO,20788,R_15,0,R_15,1793,R_15,52,R_15,2016,00,00,00,-109.715024,32.830822,04,009,62000,37666,33,9613,4005,0401,40940,1,PointAddress,E,100
AZ,AZ0027,004,CE-PARKER,PARKER PUBLIC LIBRARY,1001 SOUTH NAVAJO AVENUE,PARKER,85344,4930,LA PAZ,9286692622,CE,NO,5852,R_15,0,R_15,1800,R_15,52,R_15,2016,00,00,00,-114.295229,34.147655,04,012,53070,20152,32,9402,1018,0404,0,M,StreetAddress,E,100
AZ,AZ0028,002,BR-AGUILA,AGUILA BRANCH LIBRARY,51300 WEST U.S. 60,AGUILA,85320,M,MARICOPA,6026523000,BR,NC,2496,R_15,0,R_15,2444,R_15,52,R_15,2016,00,00,00,-113.172489,33.943029,04,013,00730,4167947,43,405.15,1290,0404,38060,0,StreetAddress,E,96.65625
AZ,AZ0028,004,BR-MIRAGE,EL MIRAGE BRANCH LIBRARY,14011 NORTH 1ST AVENUE,EL MIRAGE,85335,3264,MARICOPA,6026523000,BR,NC,2614,R_15,0,R_15,2548,R_15,52,R_15,2016,00,00,00,-112.325887,33.611149,04,013,22220,4167947,21,609.02,2014,0408,38060,0,StreetAddress,E,100
AZ,AZ0028,005,BR-FOUNTAIN,FOUNTAIN HILLS BRANCH LIBRARY,12901 NORTH LA MONTANA DRIVE,FOUNTAIN HILLS,85268,4742,MARICOPA,6026523000,BR,NC,17844,R_15,0,R_15,3432,R_15,52,R_15,2016,00,00,00,-111.722251,33.603424,04,013,25300,4167947,21,2168.18,4019,0406,38060,0,StreetAddress,E,100
AZ,AZ0028,006,BR-GUADALUPE,GUADALUPE BRANCH LIBRARY,9241 SOUTH AVENIDA DEL YAQUI,GUADALUPE,85283,2538,MARICOPA,6026523000,BR,NC,3454,R_15,0,R_15,2080,R_15,52,R_15,2016,00,00,00,-111.963089,33.36267,04,013,30270,4167947,21,3200.02,3005,0407,38060,0,PointAddress,E,100
AZ,AZ0028,008,BR-LITCHFIELD,LITCHFIELD PARK BRANCH LIBRARY,101 WEST WIGWAM BOULEVARD,LITCHFIELD PARK,85340,4615,MARICOPA,6026523000,BR,NC,6883,R_15,0,R_15,2652,R_15,52,R_15,2016,00,00,00,-112.358336,33.493315,04,013,41330,4167947,22,610.1,1004,0408,38060,0,StreetAddress,E,100
AZ,AZ0028,009,BR-QUEEN,QUEEN CREEK BRANCH LIBRARY,21802 SOUTH ELLSWORTH ROAD,QUEEN CREEK,85242,M,MARICOPA,6026523000,BR,NC,19166,R_15,0,R_15,3120,R_15,52,R_15,2016,00,00,00,-111.634532,33.249753,04,013,58150,4167947,21,8168,1021,0405,38060,0,StreetAddress,E,92.078125
AZ,AZ0028,010,BR-HOLLYHOCK,HOLLYHOCK BRANCH LIBRARY,15844 NORTH HOLLYHOCK STREET,SURPRISE,85374,4175,MARICOPA,6026523000,BR,NC,1020,R_15,0,R_15,520,R_15,52,R_15,2016,00,00,00,-112.331199,33.62829,04,013,71510,4167947,21,608.01,1019,0408,38060,0,StreetAddress,E,92.078125
AZ,AZ0028,012,BR-GILABEND,GILA BEND BRANCH LIBRARY,202 NORTH EUCLID,GLIA BEND,85337,M,MARICOPA,6026523000,BR,NC,2671,R_15,0,R_15,2080,R_15,52,R_15,2016,00,00,00,-112.71866,32.949294,04,013,27050,4167947,43,7233.05,1027,0403,38060,0,StreetAddress,E,90.71875
AZ,AZ0028,013,BR-EDROBSON,ED ROBSON BRANCH LIBRARY,9330 EAST RIGGS ROAD,SUN LAKES,85248,7404,MARICOPA,6026523000,BR,NC,9487,R_15,0,R_15,2548,R_15,52,R_15,2016,00,00,00,-111.881452,33.218049,04,013,70530,4167947,21,8173,1035,0405,38060,0,PointAddress,E,100
AZ,AZ0028,018,BR-SOUTHEAST,SOUTHEAST REGIONAL LIBRARY,775 NORTH GREENFIELD ROAD,GILBERT,85234,5030,MARICOPA,6026523000,BR,NC,49966,R_15,0,R_15,3224,R_15,52,R_15,2016,00,00,00,-111.738739,33.362202,04,013,27400,4167947,21,4226.06,1031,0405,38060,0,PointAddress,E,100
AZ,AZ0028,019,BR-NVALLEY,NORTH VALLEY REGIONAL LIBRARY,40410 NORTH GAVILAN PEAK PARKWAY,ANTHEM,85086,2754,MARICOPA,6026523000,BR,NC,21740,R_15,0,R_15,3536,R_15,52,R_15,2016,00,00,00,-112.13882,33.852243,04,013,02430,4167947,21,6103,2001,0408,38060,0,StreetAddress,E,100
AZ,AZ0028,020,BR-NORTHWEST,NORTHWEST REGIONAL LIBRARY,16089 NORTH BULLARD AVENUE,SURPRISE,85374,7417,MARICOPA,6026523000,BR,NC,19785,R_15,0,R_15,3536,R_15,52,R_15,2016,00,00,00,-112.376604,33.629783,04,013,71510,4167947,21,610.28,1023,0408,38060,0,StreetAddress,E,100
AZ,AZ0028,022,BR-PERRY,PERRY BRANCH LIBRARY,1965 EAST QUEEN CREEK ROAD,GILBERT,85296,0329,MARICOPA,6026523000,BR,NC,19289,R_15,0,R_15,2496,R_15,52,R_15,2016,00,00,00,-111.747236,33.263146,04,013,27400,4167947,21,8159,1062,0405,38060,0,StreetAddress,E,92.078125
AZ,AZ0028,023,BR-GOODYEAR,GOODYEAR BRANCH LIBRARY,"14455 WEST VAN BUREN STREET, C-101",GOODYEAR,85338,9321,MARICOPA,6026523000,BR,M,10363,R_15,0,R_15,2340,R_15,52,R_15,2016,00,00,00,-112.369992,33.449793,04,013,28380,4167947,22,613,1002,0408,38060,0,PointAddress,E,100
AZ,AZ0028,024,BR-SUNCITY,SUN CITY BRANCH LIBRARY,16828 NORTH 99TH AVENUE,SUN CITY,85351,1262,MARICOPA,6026523000,BR,NC,13444,R_15,0,R_15,2600,R_15,52,R_15,2016,00,00,00,-112.273977,33.636891,04,013,70320,4167947,21,715.04,1004,0408,38060,0,StreetAddress,E,100
AZ,AZ0028,025,BR-FAIRWAY,FAIRWAY BRANCH LIBRARY,10600 WEST PEORIA AVENUE,SUN CITY,85351,4144,MARICOPA,6026523000,BR,NC,4365,R_15,0,R_15,1820,R_15,52,R_15,2016,00,00,00,-112.287462,33.580331,04,013,70320,4167947,21,718.01,4007,0408,38060,0,StreetAddress,E,100
AZ,AZ0028,026,BR-WHITETANK,WHITE TANK BRANCH LIBRARY,20304 WEST WHITE TANK MOUNTAIN BOUL,WADDELL,85355,9896,MARICOPA,6026523000,BR,NC,23945,R_15,0,R_15,2496,R_15,52,R_15,2016,00,00,00,-112.496346,33.566079,04,013,M,4167947,41,506.05,3124,0404,38060,0,StreetAddress,E,90.90625
AZ,AZ0028,027,AE-MCLD,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,2700 NORTH CENTRAL AVENUE SUITE 700,PHOENIX,85004,1140,MARICOPA,6026523030,CE,M,16000,R_15,0,R_15,2340,R_15,52,R_15,2016,00,00,00,-112.073924,33.477951,04,013,55000,4167947,11,1118,3008,0407,38060,0,PointAddress,E,100
AZ,AZ0029,002,BR-GARCIA,SAM GARCIA WESTERN AVENUE LIBRARY,495 EAST WESTERN AVENUE,AVONDALE,85323,2349,MARICOPA,6233332665,BR,NC,12500,R_15,0,R_15,2587,R_15,52,R_15,2016,00,00,00,-112.344872,33.435305,04,013,04720,4167947,22,614.01,1005,0403,38060,0,StreetAddress,E,100
AZ,AZ0029,003,CE-AVONCIVIC,CIVIC CENTER LIBRARY,11350 WEST CIVIC CENTER DRIVE,AVONDALE,85323,6801,MARICOPA,6233332602,CE,NC,31000,R_15,0,R_15,2539,R_15,52,R_15,2016,00,00,00,-112.303672,33.444812,04,013,04720,4167947,22,820.27,2004,0403,38060,0,PointAddress,E,100
AZ,AZ0030,002,CE-BUCKEYE,BUCKEYE PUBLIC LIBRARY - DOWNTOWN,310 NORTH 6TH STREET,BUCKEYE,85326,2439,MARICOPA,6233496300,BR,NC,6370,R_15,0,R_15,2680,R_15,52,R_15,2016,00,06,00,-112.583488,33.372701,04,013,07940,4167947,31,507.02,1074,0403,38060,0,PointAddress,E,100
AZ,AZ0030,003,BS-BUCKEYE,BUCKEYE PUBLIC LIBRARY BOOKMOBILE,21699 W. YUMA RD. SUITE 116,BUCKEYE,85326,8711,MARICOPA,6232382497,BS,NC,163,R_15,1,R_15,412,R_15,52,R_15,2016,00,00,07,-112.517692,33.435633,04,013,07940,4167947,22,506.1,2016,0403,38060,0,PointAddress,E,100
AZ,AZ0030,004,BR-COYOTE,BUCKEYE PUBLIC LIBRARY - COYOTE BRANCH,21699 W. YUMA RD. SUITE 116,BUCKEYE,85326,8711,MARICOPA,6233496300,CE,M,16232,R_15,0,R_15,811,R_15,52,R_15,2016,02,00,00,-112.517692,33.435633,04,013,07940,4167947,22,506.1,2016,0403,38060,0,PointAddress,E,100
AZ,AZ0031,002,CE-CHANDLER,CHANDLER PUBLIC LIBRARY,22 SOUTH DELAWARE,CHANDLER,85225,6378,MARICOPA,4807822800,CE,NC,64000,R_15,0,R_15,3224,R_15,50,R_15,2016,00,00,00,-111.83751,33.303113,04,013,12000,4167947,21,5231.02,1005,0409,38060,0,StreetAddress,E,90.90625
AZ,AZ0031,004,BR-HAMILTON,HAMILTON LIBRARY,3700 SOUTH ARIZONA AVENUE,CHANDLER,85248,4500,MARICOPA,4807822800,BR,NC,18000,R_15,0,R_15,2960,R_15,49,R_15,2016,00,00,00,-111.841414,33.25442,04,013,12000,4167947,21,8127,1019,0405,38060,0,PointAddress,E,100
AZ,AZ0031,005,BR-SUNSET,SUNSET LIBRARY,4930 WEST RAY ROAD,CHANDLER,85226,6219,MARICOPA,4807822800,BR,NC,21475,R_15,0,R_15,3030,R_15,51,R_15,2016,00,00,00,-111.925151,33.320058,04,013,12000,4167947,21,8106,1010,0409,38060,0,PointAddress,E,100
AZ,AZ0031,006,BR-BASHA,BASHA LIBRARY,5990 SOUTH VAL VISTA DRIVE,CHANDLER,85249,9028,MARICOPA,4807822800,BR,NC,20499,R_15,0,R_15,2960,R_15,49,R_15,2016,00,00,00,-111.755455,33.221091,04,013,12000,4167947,21,8136,1025,0405,38060,0,PointAddress,E,100
AZ,AZ0033,001,CE-GLENDALE,GLENDALE MAIN LIBRARY,5959 WEST BROWN STREET,GLENDALE,85302,1248,MARICOPA,6239303530,CE,NC,64166,R_15,0,R_15,2145,R_15,52,R_15,2016,00,00,00,-112.187283,33.57828,04,013,27820,4167947,21,923.05,1021,0408,38060,0,StreetAddress,E,100
AZ,AZ0033,003,BR-VELMA,VELMA TEAGUE BRANCH LIBRARY,7010 NORTH 58TH AVENUE,GLENDALE,85301,2425,MARICOPA,6239303430,BR,NC,15964,R_15,0,R_15,1601,R_15,52,R_15,2016,00,00,00,-112.183748,33.538781,04,013,27820,4167947,21,925,3035,0407,38060,0,StreetAddress,E,100
AZ,AZ0033,004,BR-MFOOTHILLS,FOOTHILLS BRANCH LIBRARY,19055 NORTH 57TH AVENUE,GLENDALE,85308,6841,MARICOPA,6239303830,BR,NC,33500,R_15,0,R_15,1807,R_15,52,R_15,2016,00,00,00,-112.180528,33.660722,04,013,27820,4167947,21,6160,1016,0408,38060,0,PointAddress,E,100
AZ,AZ0034,002,BR-DOBSON,DOBSON RANCH LIBRARY,2425 SOUTH DOBSON ROAD,MESA,85202,7375,MARICOPA,4806443100,BR,CC,17000,R_15,0,R_15,3016,R_15,52,R_15,2016,00,00,00,-111.880077,33.371468,04,013,46000,4167947,11,4222.21,1000,0409,38060,0,StreetAddress,E,100
AZ,AZ0034,003,BR-REDMTN,MESA RED MOUNTAIN LIBRARY,635 NORTH POWER ROAD,MESA,85205,6837,MARICOPA,4806443100,BR,CC,50000,R_15,0,R_15,3016,R_15,52,R_15,2016,00,00,00,-111.6844,33.427354,04,013,46000,4167947,11,4201.04,2024,0405,38060,0,StreetAddress,E,100
AZ,AZ0034,006,CE-MESA,MESA MAIN LIBRARY,64 EAST 1ST STREET,MESA,85201,6768,MARICOPA,4806443100,CE,CC,106000,R_15,0,R_15,3016,R_15,52,R_15,2016,00,00,00,-111.829392,33.417269,04,013,46000,4167947,11,4214,1012,0409,38060,0,PointAddress,E,100
AZ,AZ0034,007,BR-MESAX,MESA EXPRESS LIBRARY,"2055 SOUTH POWER ROAD, SUITE 1031",MESA,85209,6813,MARICOPA,4806443100,BR,CC,3430,R_15,0,R_15,3016,R_15,52,R_15,2016,00,00,00,-111.687787,33.378427,04,013,46000,4167947,11,4226.17,2001,0405,38060,0,StreetAddress,E,100
AZ,AZ0035,002,CE-BURTON,BURTON BARR CENTRAL LIBRARY,1221 NORTH CENTRAL AVENUE,PHOENIX,85004,1820,MARICOPA,6022624636,CE,CC,280000,R_15,0,R_15,3158,R_15,52,R_15,2016,00,00,00,-112.073708,33.463241,04,013,55000,4167947,11,1130,2008,0407,38060,0,PointAddress,E,100
AZ,AZ0035,003,BR-ACACIA,ACACIA LIBRARY,750 EAST TOWNLEY AVENUE,PHOENIX,85020,2950,MARICOPA,6022624636,BR,CC,6600,R_15,0,R_15,2040,R_15,52,R_15,2016,00,00,00,-112.063181,33.565978,04,013,55000,4167947,11,1052,3004,0409,38060,0,PointAddress,E,100
AZ,AZ0035,004,BR-CENTURY,CENTURY LIBRARY,1750 EAST HIGHLAND AVENUE,PHOENIX,85016,4648,MARICOPA,6022624636,BR,CC,6500,R_15,0,R_15,2040,R_15,52,R_15,2016,00,00,00,-112.043512,33.505658,04,013,55000,4167947,11,1085.01,2000,0409,38060,0,PointAddress,E,100
AZ,AZ0035,005,BR-CHOLLA,CHOLLA LIBRARY,10050 METRO PARKWAY EAST,PHOENIX,85051,1525,MARICOPA,6022624636,BR,CC,30000,R_15,0,R_15,2448,R_15,52,R_15,2016,00,00,00,-112.118868,33.578547,04,013,55000,4167947,11,1042.05,4006,0406,38060,0,StreetAddress,E,92.421875
AZ,AZ0035,006,BR-HARMON,HARMON LIBRARY,1325 SOUTH 5TH AVENUE,PHOENIX,85003,2604,MARICOPA,6022624636,BR,CC,12400,R_15,0,R_15,2040,R_15,52,R_15,2016,00,00,00,-112.080438,33.434914,04,013,55000,4167947,11,1149,2006,0407,38060,0,StreetAddress,E,100
AZ,AZ0035,007,BR-JUNIPER,JUNIPER LIBRARY,1825 WEST UNION HILLS DRIVE,PHOENIX,85027,5300,MARICOPA,6022624636,BR,CC,14435,R_15,0,R_15,2448,R_15,52,R_15,2016,00,00,00,-112.098452,33.654683,04,013,55000,4167947,11,6187,2005,0406,38060,0,PointAddress,E,100
AZ,AZ0035,008,BR-MESQUITE,MESQUITE LIBRARY,4525 PARADISE VILLAGE PARKWAY NORTH,PHOENIX,85032,6853,MARICOPA,6022624636,BR,CC,19875,R_15,0,R_15,2472,R_15,52,R_15,2016,00,00,00,-111.983667,33.604921,04,013,55000,4167947,11,1032.1,6002,0406,38060,0,StreetAddress,E,92.421875
AZ,AZ0035,009,BR-OCOTILLO,OCOTILLO LIBRARY,102 WEST SOUTHERN AVENUE,PHOENIX,85041,4806,MARICOPA,6022624636,BR,CC,6600,R_15,0,R_15,2040,R_15,52,R_15,2016,00,00,00,-112.074551,33.392268,04,013,55000,4167947,11,1158.02,2008,0407,38060,0,PointAddress,E,100
