STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE,C19WKSCL,C19WKSLO
ID,ID0003,002,Y,IDAR,LOST RIVERS COMMUNITY DISTRICT,126 S FRONT ST,ARCO,83213,M,BUTTE,2085278511,CE,2850,R_21,0,1924,R_21,52,R_21,2022,07,00,00,00,-113.2992239,43.6358317,16,023,03160,2654,43,9701,1107,1602,26820,0,E,100,STREETADDRESS,0,5
ID,ID0003,003,Y,IDAR,LOST RIVERS COMMUNITY DISTRICT - HOWE,HIGHWAY 33,ARCO,83213,M,BUTTE,2087673018,BR,1000,R_21,0,702,R_21,52,R_21,2022,07,00,00,00,-113.165491,43.6086041,16,023,M,2654,43,9701,1092,1602,26820,0,E,100,STREETNAME,0,0
ID,ID0005,002,Y,IDB,BOISE PUBLIC,715 S CAPITOL BLVD,BOISE,83702,7123,ADA,2089728198,CE,79381,R_21,0,2601,R_21,52,R_21,2022,07,00,00,00,-116.2072685,43.609905,16,001,08830,511931,12,1.01,1009,1602,14260,0,E,100,POINTADDRESS,0,52
ID,ID0005,005,Y,IDB,BOISE PUBLIC-COLLISTER BRANCH,4724 W STATE ST,BOISE,83703,4104,ADA,2089728320,BR,12169,R_21,0,2515,R_21,52,R_21,2022,07,00,00,00,-116.2480183,43.6490868,16,001,08830,511931,12,3.02,3008,1602,14260,0,E,100,POINTADDRESS,0,46
ID,ID0005,006,Y,IDB,BOISE PUBLIC-HILLCREST BRANCH,5246 W OVERLAND RD,BOISE,83705,2636,ADA,2089728340,BR,8624,R_21,0,2515,R_21,52,R_21,2022,07,00,00,00,-116.246,43.591846,16,001,08830,511931,12,14.02,2010,1602,14260,0,E,100,POINTADDRESS,0,45
ID,ID0005,007,Y,IDB,BOISE PUBLIC-COLE AND USTICK BRANCH,7557 W USTICK RD,BOISE,83704,5810,ADA,2089728300,BR,15300,R_21,0,2515,R_21,52,R_21,2022,07,00,00,00,-116.276164,43.6339125,16,001,08830,511931,12,23.18,2000,1602,14260,0,E,100,POINTADDRESS,0,45
ID,ID0005,008,Y,IDB,BOISE PUBLIC - BOWN CROSSING BRANCH,2153 E. RIVERWALK DR.,BOISE,83706,5504,ADA,2089728360,BR,15900,R_21,0,2515,R_21,52,R_21,2022,07,00,00,00,-116.1559662,43.5748774,16,001,08830,511931,12,8.05,1011,1602,14260,0,E,100,POINTADDRESS,0,52
ID,ID0006,002,Y,IDBC,ADA COUNTY DISTRICT,10664 W VICTORY RD,BOISE,83709,3962,ADA,2083620181,BR,14200,R_21,0,3021,R_21,52,R_21,2022,07,00,00,00,-116.314607,43.5757375,16,001,M,511931,21,22.27,2000,1601,14260,0,E,100,POINTADDRESS,0,0
ID,ID0006,005,Y,IDBC-H,ADA COUNTY DISTRICT-HIDDEN SPRINGS,5868 W HIDDEN SPRINGS DR,BOISE,83714,9405,ADA,2082292665,BR,2404,R_21,0,2225,R_21,52,R_21,2022,07,00,00,00,-116.2621619,43.7249071,16,001,37500,511931,21,101.02,2005,1602,14260,0,E,100,POINTADDRESS,0,0
ID,ID0006,006,Y,IDBC-S,ADA COUNTY DISTRICT - STAR BRANCH,10706 W STATE ST STE D,STAR,83669,5635,ADA,2082869755,BR,7312,R_21,0,2519,R_21,52,R_21,2022,07,00,00,00,-116.4869959,43.6919923,16,001,76870,511931,31,102.27,1023,1601,14260,0,E,100,SUBADDRESS,0,0
ID,ID0006,007,Y,IDBC-L,ADA COUNTY DISTRICT-LAKE HAZEL,10489 W LAKE HAZEL RD,BOISE,83709,6300,ADA,2082976700,BR,16877,R_21,0,3125,R_21,52,R_21,2022,07,00,00,00,-116.3125596,43.5464706,16,001,M,511931,21,104.1,1010,1601,14260,0,E,100,POINTADDRESS,0,0
ID,ID0007,002,Y,IDBE,BELLEVUE PUBLIC,117 E PINE STREET,BELLEVUE,83313,M,BLAINE,2087884503,CE,1962,R_21,0,1600,R_21,46,R_21,2022,07,00,00,00,-114.2594482,43.4630346,16,013,06220,24766,33,9602.02,1050,1602,25200,1,E,99.01,STREETADDRESS,6,25
ID,ID0008,002,Y,IDBF,BLACKFOOT PUBLIC,129 N BROADWAY,BLACKFOOT,83221,2204,BINGHAM,2087858628,CE,10005,R_21,0,2496,R_21,49,R_21,2022,07,00,00,00,-112.3450518,43.190312,16,011,07840,48876,32,9505.02,1066,1602,13940,1,E,99.01,POINTADDRESS,3,11
ID,ID0009,002,Y,IDBFS,SNAKE RIVER SCHOOL/COMMUNITY,924 W HWY 39,BLACKFOOT,83221,M,BINGHAM,2086843063,CE,5650,R_21,0,-1,M_21,-1,M_21,2022,07,00,00,00,-112.4802897,43.1970415,16,011,M,48876,41,9507,1010,1602,13940,1,E,100,STREETADDRESS,-1,-1
ID,ID0010,002,Y,IDBNF,BOUNDARY COUNTY DISTRICT,6370 KOOTENAI STREET,BONNERS FERRY,83805,0030,BOUNDARY,2082673750,CE,8000,R_21,0,2080,R_21,37,R_21,2022,07,00,00,00,-116.31073,48.696341,16,021,09370,12561,33,9702,3048,1601,-4,N,E,99,POINTADDRESS,15,0
ID,ID0011,002,Y,IDBR,BRUNEAU VALLEY DISTRICT,32073 RUTH ST,BRUNEAU,83604,5177,OWYHEE,2088452131,CE,1800,R_21,0,832,R_21,52,R_21,2022,07,00,00,00,-115.7995067,42.8815899,16,073,10450,12336,43,9502,4102,1601,14260,0,E,100,POINTADDRESS,0,0
ID,ID0012,002,Y,IDBUH,BUHL PUBLIC,215 BROADWAY N,BUHL,83316,1624,TWIN FALLS,2085436500,CE,4950,R_21,0,1664,R_21,52,R_21,2022,07,00,00,00,-114.7615796,42.6002402,16,083,10810,92243,33,4,3022,1602,46300,0,E,99.01,STREETADDRESS,0,0
ID,ID0013,002,Y,IDBUR,BURLEY PUBLIC,1300 MILLER AVE,BURLEY,83318,1729,CASSIA,2088787708,CE,6856,R_21,0,2808,R_21,52,R_21,2022,07,00,00,00,-113.7959053,42.5365106,16,031,11260,25164,33,9504,3030,1602,15420,1,E,100,POINTADDRESS,0,0
ID,ID0014,002,Y,IDC,COEUR D`ALENE PUBLIC,702 E FRONT AVE,COEUR D`ALENE,83814,4012,KOOTENAI,2087692315,CE,38500,R_21,0,2586,R_21,31,R_21,2022,07,00,00,00,-116.7766392,47.6725102,16,055,16750,179789,13,16,2017,1601,17660,0,E,100,POINTADDRESS,21,11
ID,ID0014,003,Y,IDC,COEUR D`ALENE PUBLIC - LAKE CITY PUBLIC LIBRARY,6101 N RAMSEY RD,COEUR D'ALENE,83815,8407,KOOTENAI,2087630814,BR,4800,R_21,0,-1,M_21,-1,M_21,2022,07,00,00,00,-116.8084012,47.7279245,16,055,16750,179789,13,7.03,3000,1601,17660,0,E,100,POINTADDRESS,-1,-1
ID,ID0015,002,Y,IDCA,CALDWELL PUBLIC,1010 DEARBORN ST,CALDWELL,83605,4195,CANYON,2084593242,CE,16600,R_21,0,2988,R_21,52,R_21,2022,07,00,00,00,-116.6882157,43.6615394,16,027,12250,243115,22,215,2016,1601,14260,0,E,100,POINTADDRESS,0,39
ID,ID0016,002,Y,IDCAR,LITTLE WOOD RIVER DISTRICT,16 PANTHER AVE,CAREY,83320,5063,BLAINE,2088234510,CE,2016,R_21,0,-1,M_21,52,R_21,2022,07,00,00,00,-113.9438525,43.314515,16,013,12790,24766,43,9601.01,1064,1602,25200,1,E,98.34,POINTADDRESS,0,0
ID,ID0018,002,Y,IDCHA,CHALLIS PUBLIC,531 MAIN ST,CHALLIS,83226,M,CUSTER,2088794267,CE,2040,R_21,0,1508,R_21,52,R_21,2022,07,00,00,00,-114.2418167,44.5047021,16,037,M,4428,43,9602,2004,1602,-4,N,E,99.62,STREETADDRESS,0,0
ID,ID0019,002,Y,IDCHP,PORTNEUF DISTRICT,5210 STUART AVENUE,CHUBBUCK,83202,2214,BANNOCK,2082372192,CE,12000,R_21,0,2958,R_21,52,R_21,2022,07,00,00,00,-112.4744048,42.928251,16,005,14680,88263,23,3.01,2001,1602,38540,0,E,98.97,POINTADDRESS,0,38
ID,ID0020,002,Y,IDCL,CLARKIA DISTRICT,377 POPLAR ST,CLARKIA,83812,M,SHOSHONE,2082452908,CE,900,R_21,0,988,R_21,52,R_21,2022,07,00,00,00,-116.2532391,47.0091788,16,079,M,13612,43,9602,2533,1601,-4,N,E,100,STREETADDRESS,0,0
ID,ID0021,002,Y,IDCM,CAMBRIDGE COMMUNITY DISTRICT,120 S SUPERIOR ST,CAMBRIDGE,83610,M,WASHINGTON,2082573434,CE,4000,R_21,0,1440,R_21,52,R_21,2022,07,00,00,00,-116.6779905,44.5706147,16,087,12520,10898,43,9701,1099,1601,-4,N,E,100,POINTADDRESS,0,0
ID,ID0022,002,Y,IDCN,COUNCIL VALLEY DISTRICT,104 CALIFORNIA AVE,COUNCIL,83612,M,ADAMS,2082536004,CE,2810,R_21,0,1300,R_21,52,R_21,2022,07,00,00,00,-116.4369829,44.7282502,16,003,18820,4625,43,9502,3071,1601,-4,N,E,100,STREETADDRESS,0,0
ID,ID0023,002,Y,IDCS,CASCADE PUBLIC,105 N FRONT ST,CASCADE,83611,M,VALLEY,2083824757,CE,2226,R_21,0,1768,R_21,52,R_21,2022,07,00,00,00,-116.0410878,44.5164387,16,085,13150,12241,43,9701,4113,1601,-4,N,E,100,STREETADDRESS,0,0
ID,ID0024,002,Y,IDD,SOUTH BANNOCK DISTRICT,18 N MAIN STREET,DOWNEY,83234,M,BANNOCK,2088975270,CE,1950,R_21,0,1248,R_21,45,R_21,2022,07,00,00,00,-112.1243225,42.428957,16,005,22600,88263,43,19,4128,1602,38540,0,E,99.01,POINTADDRESS,0,0
ID,ID0024,003,Y,IDD-L,SOUTH BANNOCK DISTRICT - LAVA HOT SPRINGS,33 MAIN ST,LAVA HOT SPRINGS,83246,M,BANNOCK,2087765301,BR,1625,R_21,0,1248,R_21,52,R_21,2022,07,00,00,00,-112.0118317,42.6192027,16,005,45820,88263,42,19,3109,1602,38540,0,T,99.62,STREETADDRESS,0,52
ID,ID0024,004,Y,IDD-BM,SOUTH BANNOCK DISTRICT - BOOKMOBILE,18 N MAIN STREET,DOWNEY,83234,M,BANNOCK,2088975270,BS,-4,N_21,1,0,R_21,0,R_21,2022,07,00,00,00,-112.1243225,42.428957,16,005,22600,88263,43,19,4128,1602,38540,0,E,99.01,POINTADDRESS,52,0
ID,ID0024,005,Y,IDD-M,SOUTH BANNOCK DISTRICT - MCCAMMON,808 CENTER ST,MCCAMMON,83250,1600,BANNOCK,2082549003,BR,2940,R_21,0,1404,R_21,51,R_21,2022,07,00,00,00,-112.1916756,42.6483556,16,005,48880,88263,42,19,1149,1602,38540,0,E,100,POINTADDRESS,1,0
ID,ID0025,002,Y,IDDU,CLARK COUNTY DISTRICT,21 E MAIN ST,DUBOIS,83423,M,CLARK,2083745267,CE,1088,R_21,0,830,R_21,52,R_21,2022,07,00,00,00,-112.2293564,44.1762928,16,033,22960,792,43,9501,1318,1602,-4,N,E,100,STREETADDRESS,0,0
ID,ID0026,002,Y,IDEA,EAGLE PUBLIC,100 N STIERMAN WY,EAGLE,83616,5162,ADA,2089396814,CE,16681,R_21,0,2844,R_21,32,R_21,2022,07,00,00,00,-116.3472999,43.6960481,16,001,23410,511931,21,102.34,2010,1601,14260,0,E,99.04,POINTADDRESS,20,8
ID,ID0027,002,Y,IDEM,EMMETT PUBLIC,275 S HAYES AVE,EMMETT,83617,2930,GEM,2083656057,CE,10144,R_21,0,1832,R_21,52,R_21,2022,07,00,00,00,-116.4987305,43.8739075,16,045,25570,19792,32,9603.02,2011,1601,14260,0,E,100,POINTADDRESS,0,52
ID,ID0028,002,Y,IDER,ELK RIVER DISTRICT,203 MAIN ST,ELK RIVER,83827,9700,CLEARWATER,2088263539,CE,1300,R_21,0,1040,R_21,52,R_21,2022,07,00,00,00,-116.1793747,46.7826991,16,035,25120,8895,43,9701,4318,1601,-4,N,E,100,POINTADDRESS,0,0
ID,ID0029,002,Y,IDFA,CAMAS COUNTY DISTRICT,607 SOLDIER RD,FAIRFIELD,83327,9702,CAMAS,2087642553,CE,3800,R_21,0,1435,R_21,52,R_21,2022,07,00,00,00,-114.7920898,43.3466918,16,025,26290,1139,43,9701,1196,1602,25200,1,E,100,STREETADDRESS,0,0
ID,ID0030,002,Y,IDFI,FILER PUBLIC,219 MAIN ST,FILER,83328,M,TWIN FALLS,2083264143,CE,3400,R_21,0,1377,R_21,51,R_21,2022,07,00,00,00,-114.6063536,42.5701549,16,083,27730,92243,33,5,4038,1602,46300,0,E,100,STREETADDRESS,0,0
ID,ID0032,002,Y,IDGA,GARDEN VALLEY DISTRICT,85 OLD CROUCH RD,GARDEN VALLEY,83622,8098,BOISE,2084623317,CE,6998,R_21,0,1872,R_21,52,R_21,2022,07,00,00,00,-115.9696527,44.1113815,16,015,M,8094,43,9502.02,1032,1601,14260,0,E,100,POINTADDRESS,0,0
ID,ID0033,002,Y,IDGC,GARDEN CITY PUBLIC,6015 GLENWOOD ST,GARDEN CITY,83714,1347,ADA,2084722940,CE,12331,R_21,0,2613,R_21,52,R_21,2022,07,00,00,00,-116.2797574,43.660183,16,001,29620,511931,21,24.12,3000,1601,14260,0,E,99.62,POINTADDRESS,0,26
ID,ID0033,003,Y,IDGC-BM,GARDEN CITY PUBLIC - BELLS FOR BOOKS BOOKMOBILE,6015 GLENWOOD ST,GARDEN CITY,83714,1347,ADA,2084722940,BS,-4,N_21,1,280,R_21,16,R_21,2022,07,00,00,00,-116.2797574,43.660183,16,001,29620,511931,21,24.12,3000,1601,14260,0,E,99.62,POINTADDRESS,36,8
ID,ID0034,002,Y,IDGF,GLENNS FERRY PUBLIC,298 S LINCOLN STREET,GLENNS FERRY,83623,M,ELMORE,2083662045,CE,2688,R_21,0,1248,R_21,52,R_21,2022,07,00,00,00,-115.2979096,42.9515603,16,039,31690,28827,43,9601,2154,1602,34300,1,E,99.01,POINTADDRESS,0,18
ID,ID0035,002,Y,IDGG,GRANGEVILLE CENTENNIAL,215 W NORTH ST,GRANGEVILLE,83530,1729,IDAHO,2089830951,CE,2848,R_21,0,2218,R_21,52,R_21,2022,07,00,00,00,-116.1210889,45.9268786,16,049,32950,17040,33,9602.02,2057,1601,-4,N,E,100,STREETADDRESS,0,0
ID,ID0036,002,Y,IDGO,GOODING PUBLIC,306 5TH AVE W,GOODING,83330,1205,GOODING,2089344089,CE,3700,R_21,0,1947,R_21,52,R_21,2022,07,00,00,00,-114.715887,42.9407075,16,047,32140,15772,33,9601.01,1062,1602,-4,N,E,100,POINTADDRESS,0,10
ID,ID0037,002,Y,IDGR,GRACE DISTRICT,204 S MAIN ST,GRACE,83241,4718,CARIBOU,2084253695,CE,2208,R_21,0,1517,R_21,41,R_21,2022,07,00,00,00,-111.730454,42.5744891,16,029,32500,7111,42,9601,4130,1602,-4,N,E,100,POINTADDRESS,10,0
ID,ID0038,002,Y,IDGV,EASTERN OWYHEE COUNTY DISTRICT,520 BOISE AVE,GRAND VIEW,83624,M,OWYHEE,2088342785,CE,3400,R_21,0,1450,R_21,50,R_21,2022,07,00,00,00,-116.0960498,42.9889696,16,073,32770,12336,43,9502,2042,1601,14260,0,E,100,POINTADDRESS,0,0
ID,ID0039,002,Y,IDHB,HORSESHOE BEND DISTRICT,392 HWY 55,HORSESHOE BEND,83629,5032,BOISE,2087932460,CE,2160,R_21,0,1702,R_21,52,R_21,2022,07,00,00,00,-116.200437,43.9065673,16,015,38620,8094,42,9502.03,1109,1601,14260,0,E,100,STREETADDRESS,0,12
ID,ID0040,002,Y,IDHG,HAGERMAN PUBLIC,441 S STATE ST,HAGERMAN,83332,5042,GOODING,2088376520,CE,2100,R_21,0,1523,R_21,50,R_21,2022,07,00,00,00,-114.8985325,42.813388,16,047,34300,15772,42,9602.01,1072,1602,-4,N,E,100,POINTADDRESS,2,0
ID,ID0041,002,Y,IDHL,HAILEY PUBLIC,7 W CROY ST,HAILEY,83333,M,BLAINE,2087882036,CE,8000,R_21,0,2280,R_21,52,R_21,2022,07,00,00,00,-114.3147845,43.5186663,16,013,34390,24766,33,9601.02,3009,1602,25200,1,E,100,STREETADDRESS,0,12
ID,ID0042,002,Y,IDHM,HOMEDALE PUBLIC,121 W OWYHEE AVE,HOMEDALE,83628,M,OWYHEE,2083374228,CE,3600,R_21,0,1275,R_21,52,R_21,2022,07,00,00,00,-116.936623,43.6186894,16,073,38170,12336,32,9501.01,3066,1601,14260,0,E,100,POINTADDRESS,0,0
ID,ID0043,002,Y,IDHN,HANSEN DISTRICT,120 W MAPLE AVE,HANSEN,83334,M,TWIN FALLS,2084234122,CE,2876,R_21,0,936,R_21,52,R_21,2022,07,00,00,00,-114.3013059,42.5306803,16,083,34930,92243,42,13.02,1051,1602,46300,0,E,99.9,STREETADDRESS,0,0
ID,ID0045,002,Y,IDIC,BOISE BASIN DISTRICT BOOKMOBILE,123 MONTGOMERY ST,IDAHO CITY,83631,M,BOISE,2083924558,BS,-4,N_21,1,-1,M_21,-1,M_21,2022,07,00,00,00,-115.8341132,43.8260332,16,015,39610,8094,42,9502.03,2207,1601,14260,0,E,100,STREETADDRESS,-1,-1
ID,ID0045,003,Y,IDIC,BOISE BASIN DISTRICT,123 MONTGOMERY ST,IDAHO CITY,83631,M,BOISE,2083924558,CE,6515,R_21,0,-1,M_21,-1,M_21,2022,07,00,00,00,-115.8341132,43.8260332,16,015,39610,8094,42,9502.03,2207,1601,14260,0,E,100,STREETADDRESS,-1,-1
ID,ID0046,002,Y,IDIF,IDAHO FALLS PUBLIC,457 W BROADWAY,IDAHO FALLS,83402,3637,BONNEVILLE,2086128460,CE,58500,R_21,0,3120,R_21,52,R_21,2022,07,00,00,00,-112.042144,43.4919911,16,019,39700,127930,13,9712,4080,1602,26820,0,E,99.01,STREETADDRESS,0,0
ID,ID0046,003,Y,IDIF-I,IDAHO FALLS PUBLIC-IONA,3548 N MAIN ST,IONA,83427,7705,BONNEVILLE,2085232358,BR,3000,R_21,0,1545,R_21,52,R_21,2022,07,00,00,00,-111.9299475,43.5278976,16,019,40420,127930,23,9704.02,2020,1602,26820,0,E,100,POINTADDRESS,0,0
ID,ID0046,004,Y,IDIF-S,IDAHO FALLS PUBLIC-SWAN VALLEY,3389 HWY 26,IRWIN,83428,M,BONNEVILLE,2084832405,BR,-1,M_21,0,650,R_21,15,R_21,2022,07,00,00,00,-111.2940409,43.4053743,16,019,40510,127930,43,9701,1572,1602,26820,0,E,100,STREETADDRESS,0,0
ID,ID0048,002,Y,IDJ,JEROME PUBLIC,100 1ST AVE E,JEROME,83338,2302,JEROME,2083245427,CE,11288,R_21,0,2696,R_21,52,R_21,2022,07,00,00,00,-114.5184133,42.7251684,16,053,41320,24662,33,9703,1018,1602,46300,0,E,100,STREETADDRESS,0,0
ID,ID0049,002,Y,IDKI,KIMBERLY PUBLIC,120 MADISON ST W,KIMBERLY,83341,M,TWIN FALLS,2084234556,CE,2699,R_21,0,1508,R_21,52,R_21,2022,07,00,00,00,-114.365743,42.5346175,16,083,43570,92243,33,13.01,3049,1602,46300,0,E,100,POINTADDRESS,0,0
ID,ID0050,002,Y,IDKU,KUNA DISTRICT,457 N LOCUST,KUNA,83634,1926,ADA,2089221025,CE,12500,R_21,0,2278,R_21,52,R_21,2022,07,00,00,00,-116.419905,43.4924386,16,001,44290,511931,31,104.04,2003,1601,14260,0,E,98.05,POINTADDRESS,0,0
ID,ID0051,002,Y,IDL,LEWISTON CITY PUBLIC,411 D ST,LEWISTON,83501,1810,NEZ PERCE,2087982525,CE,35000,R_21,0,2600,R_21,44,R_21,2022,07,00,00,00,-117.0275387,46.4218886,16,069,46540,42454,13,9603,2104,1601,30300,0,E,100,POINTADDRESS,8,4
ID,ID0053,002,Y,IDLEW,LEWISVILLE LEGACY,3453 E 480 N,LEWISVILLE,83431,5048,JEFFERSON,2087548608,CE,473,R_21,0,527,R_21,52,R_21,2022,07,00,00,00,-112.0123414,43.6957739,16,051,46720,32202,42,9602,2092,1602,26820,0,E,100,POINTADDRESS,0,0
ID,ID0055,003,Y,IDLNP-CU,PRAIRIE-RIVER DISTRICT - CULDESAC,714 MAIN ST,CULDESAC,83524,7813,NEZ PERCE,2088435215,BR,1232,R_21,0,936,R_21,52,R_21,2022,07,00,00,00,-116.670021,46.3739425,16,069,19900,42454,42,9400,3083,1601,30300,0,E,100,POINTADDRESS,0,0
ID,ID0055,004,Y,IDLNP-N,PRAIRIE-RIVER DISTRICT - NEZPERCE,602 4TH AVENUE,NEZPERCE,83543,M,LEWIS,2089372458,BR,3286,R_21,0,1170,R_21,52,R_21,2022,07,00,00,00,-116.2406295,46.234972,16,061,57250,3715,43,9400.02,1101,1601,-4,N,E,100,STREETADDRESS,0,4
ID,ID0055,005,Y,IDLNP-L,PRAIRIE-RIVER DISTRICT,103 N MAIN ST,LAPWAI,83540,M,NEZ PERCE,2088437254,CE,5000,R_21,0,1875,R_21,52,R_21,2022,07,00,00,00,-116.8046299,46.4053919,16,069,45370,42454,42,9400,4098,1601,30300,0,E,100,POINTADDRESS,0,0
ID,ID0055,006,Y,IDLNP-KA,PRAIRIE-RIVER DISTRICT - KAMIAH,507 MAIN,KAMIAH,83536,M,LEWIS,2089350428,BR,3250,R_21,0,1560,R_21,52,R_21,2022,07,00,00,00,-116.0279588,46.2266809,16,061,42400,3715,43,9400.01,1055,1601,-4,N,E,99,POINTADDRESS,0,5
ID,ID0055,007,Y,IDLNP-P,PRAIRIE-RIVER DISTRICT - PECK,217 N MAIN ST,PECK,83545,8081,NEZ PERCE,2084866161,BR,640,R_21,0,780,R_21,52,R_21,2022,07,00,00,00,-116.4224049,46.4748468,16,069,61840,42454,42,9400,2019,1601,30300,0,E,100,POINTADDRESS,0,2
ID,ID0055,008,Y,IDLNP-W,PRAIRIE-RIVER DISTRICT - WINCHESTER,314 NEZPERCE ST,WINCHESTER,83555,M,LEWIS,2089245164,BR,2500,R_21,0,1144,R_21,52,R_21,2022,07,00,00,00,-116.6225611,46.2397417,16,061,87850,3715,42,9400.02,3107,1601,-4,N,E,98.34,STREETADDRESS,0,14
ID,ID0055,009,Y,IDLNP-KO,PRAIRIE-RIVER DISTRICT - KOOSKIA COMMUNITY,26 S MAIN STREET,KOOSKIA,83539,0228,IDAHO,2089264539,BR,1540,R_21,0,1860,R_21,52,R_21,2022,07,00,00,00,-115.9788832,46.1394523,16,049,44110,17040,43,9400,3029,1601,-4,N,E,99.01,POINTADDRESS,0,33
ID,ID0055,010,Y,IDLNP-CR,PRAIRIE-RIVER DISTRICT - CRAIGMONT,113 W MAIN STREET,CRAIGMONT,83523,M,LEWIS,2089245510,BR,1712,R_21,0,936,R_21,52,R_21,2022,07,00,00,00,-116.4749361,46.2407027,16,061,19270,3715,42,9400.02,2119,1601,-4,N,E,99.01,STREETADDRESS,0,4
ID,ID0056,002,Y,IDMA,ONEIDA COUNTY DISTRICT,31 N 100 W,MALAD,83252,M,ONEIDA,2087662229,CE,5055,R_21,0,-1,M_21,43,R_21,2022,07,00,00,00,-112.24834,42.1863,16,071,50140,4611,43,9601,2094,1602,-4,N,E,100,MANUAL,9,25
ID,ID0057,002,Y,IDMAC,MACKAY DISTRICT,320 CAPITOL AVE,MACKAY,83251,7719,CUSTER,2085883333,CE,3744,R_21,0,1300,R_21,52,R_21,2022,07,00,00,00,-113.6153416,43.913998,16,037,49240,4428,43,9602,4094,1602,-4,N,E,100,POINTADDRESS,0,0
ID,ID0058,002,Y,IDMAR,LIZARD BUTTE DISTRICT,111 3RD AVE W,MARSING,83639,5153,OWYHEE,2088964690,CE,2600,R_21,0,1727,R_21,52,R_21,2022,07,00,00,00,-116.8067834,43.5459335,16,073,50950,12336,42,9501.02,1054,1601,14260,0,T,99.62,STREETADDRESS,1,0
ID,ID0059,002,Y,IDMCC,MCCALL PUBLIC,218 E PARK ST,MCCALL,83638,M,VALLEY,2086345522,CE,4880,R_21,0,2288,R_21,52,R_21,2022,07,00,00,00,-116.0992131,44.9091329,16,085,48790,12241,43,9703.01,1126,1601,-4,N,E,100,POINTADDRESS,0,52
ID,ID0060,002,Y,IDMC,LATAH COUNTY DISTRICT,110 S JEFFERSON ST,MOSCOW,83843,2833,LATAH,2088823925,CE,10200,R_21,0,2652,R_21,52,R_21,2022,07,00,00,00,-116.998629,46.7334575,16,057,54550,40313,32,51.02,4016,1601,34140,1,E,100,POINTADDRESS,0,52
ID,ID0060,003,Y,IDMC-B,LATAH COUNTY DISTRICT - BOVILL,310 FIRST AVE,BOVILL,83806,M,LATAH,2088263451,BR,1290,R_21,0,728,R_21,52,R_21,2022,07,00,00,00,-116.3964526,46.8583106,16,057,09730,40313,43,56,1053,1601,34140,1,E,100,POINTADDRESS,0,52
ID,ID0060,004,Y,IDMC-D,LATAH COUNTY DISTRICT - DEARY,304 2ND AVE,DEARY,83823,0190,LATAH,2088771664,BR,1152,R_21,0,936,R_21,52,R_21,2022,07,00,00,00,-116.561384,46.7994725,16,057,20890,40313,43,56,2039,1601,34140,1,E,100,POINTADDRESS,0,52
ID,ID0060,005,Y,IDMC-G,LATAH COUNTY DISTRICT - GENESEE,140 E WALNUT STREET,GENESEE,83832,M,LATAH,2082851398,BR,1370,R_21,0,936,R_21,52,R_21,2022,07,00,00,00,-116.924323,46.5505375,16,057,30160,40313,42,57,3066,1601,34140,1,E,99.01,POINTADDRESS,0,52
ID,ID0060,006,Y,IDMC-J,LATAH COUNTY DISTRICT - JULIAETTA,205 MAIN ST,JULIAETTA,83535,1001,LATAH,2082767071,BR,1564,R_21,0,936,R_21,52,R_21,2022,07,00,00,00,-116.7076519,46.5769769,16,057,42130,40313,42,57,2044,1601,34140,1,E,100,POINTADDRESS,0,52
ID,ID0060,007,Y,IDMC-P,LATAH COUNTY DISTRICT - POTLATCH,1010 ONAWAY RD,POTLATCH,83855,8773,LATAH,2088751036,BR,3992,R_21,0,1144,R_21,52,R_21,2022,07,00,00,00,-116.9016021,46.9276463,16,057,64900,40313,43,55,3011,1601,34140,1,E,100,POINTADDRESS,0,52
ID,ID0060,008,Y,IDMC-T,LATAH COUNTY DISTRICT - TROY,402 S MAIN ST,TROY,83871,M,LATAH,2088354311,BR,1200,R_21,0,936,R_21,52,R_21,2022,07,00,00,00,-116.7683056,46.7357664,16,057,82360,40313,42,56,3059,1601,34140,1,E,100,STREETADDRESS,0,52
ID,ID0061,002,Y,IDME,MERIDIAN DISTRICT,1326 W CHERRY LN,MERIDIAN,83642,1516,ADA,2088884451,CE,29644,R_21,0,2939,R_21,52,R_21,2022,07,00,00,00,-116.4091047,43.6198347,16,001,52120,511931,21,103.64,2007,1601,14260,0,E,100,POINTADDRESS,0,34
ID,ID0061,004,Y,IDME-BM,MERIDIAN DISTRICT - BOOKMOBILE,1326 W CHERRY LN,MERIDIAN,83642,1516,ADA,-4,BS,-4,N_21,1,-1,M_21,-1,M_21,2022,07,00,00,00,-116.4091047,43.6198347,16,001,52120,511931,21,103.64,2007,1601,14260,0,E,100,POINTADDRESS,-1,-1
