"Company","City","State","County","Latitude","Longitude","Median.Home.Price"
NA,NA,"Ohio","Fulton",NA,NA,199180
NA,NA,"Ohio","Gallia",NA,NA,163150
NA,NA,"Ohio","Geauga",NA,NA,398190
NA,NA,"Ohio","Greene",NA,NA,302120
NA,NA,"Ohio","Guernsey",NA,NA,165350
NA,NA,"Ohio","Hardin",NA,NA,158530
NA,NA,"Ohio","Harrison",NA,NA,127390
NA,NA,"Ohio","Henry",NA,NA,176780
NA,NA,"Ohio","Highland",NA,NA,177090
NA,NA,"Ohio","Hocking",NA,NA,195440
NA,NA,"Ohio","Holmes",NA,NA,280680
NA,NA,"Ohio","Huron",NA,NA,174050
NA,NA,"Ohio","Jackson",NA,NA,158010
NA,NA,"Ohio","Jefferson",NA,NA,141380
NA,NA,"Ohio","Knox",NA,NA,251010
NA,NA,"Ohio","Lake",NA,NA,247810
NA,NA,"Ohio","Lawrence",NA,NA,154330
NA,NA,"Ohio","Licking",NA,NA,335580
NA,NA,"Ohio","Logan",NA,NA,213060
NA,NA,"Ohio","Lorain",NA,NA,258610
NA,NA,"Ohio","Madison",NA,NA,259760
NA,NA,"Ohio","Mahoning",NA,NA,182770
NA,NA,"Ohio","Marion",NA,NA,182120
NA,NA,"Ohio","Medina",NA,NA,340690
NA,NA,"Ohio","Meigs",NA,NA,125090
NA,NA,"Ohio","Mercer",NA,NA,220810
NA,NA,"Ohio","Miami",NA,NA,285330
NA,NA,"Ohio","Monroe",NA,NA,149620
NA,NA,"Ohio","Montgomery",NA,NA,219000
NA,NA,"Ohio","Morgan",NA,NA,158220
NA,NA,"Ohio","Morrow",NA,NA,230880
NA,NA,"Ohio","Muskingum",NA,NA,213370
NA,NA,"Ohio","Noble",NA,NA,171530
NA,NA,"Ohio","Ottawa",NA,NA,229320
NA,NA,"Ohio","Paulding",NA,NA,147630
NA,NA,"Ohio","Perry",NA,NA,200370
NA,NA,"Ohio","Pickaway",NA,NA,266720
NA,NA,"Ohio","Pike",NA,NA,171740
NA,NA,"Ohio","Portage",NA,NA,280760
NA,NA,"Ohio","Preble",NA,NA,193530
NA,NA,"Ohio","Putnam",NA,NA,210850
NA,NA,"Ohio","Richland",NA,NA,178350
NA,NA,"Ohio","Ross",NA,NA,234440
NA,NA,"Ohio","Sandusky",NA,NA,168490
NA,NA,"Ohio","Scioto",NA,NA,162940
NA,NA,"Ohio","Seneca",NA,NA,162200
NA,NA,"Ohio","Shelby",NA,NA,218190
NA,NA,"Ohio","Stark",NA,NA,218830
NA,NA,"Ohio","Trumbull",NA,NA,171360
NA,NA,"Ohio","Union",NA,NA,403610
NA,NA,"Ohio","Van Wert",NA,NA,159370
NA,NA,"Ohio","Vinton",NA,NA,157280
NA,NA,"Ohio","Warren",NA,NA,404540
NA,NA,"Ohio","Washington",NA,NA,181210
NA,NA,"Ohio","Williams",NA,NA,157280
NA,NA,"Ohio","Wyandot",NA,NA,171320
NA,NA,"Oklahoma","Adair",NA,NA,123150
NA,NA,"Oklahoma","Alfalfa",NA,NA,106110
NA,NA,"Oklahoma","Atoka",NA,NA,164760
NA,NA,"Oklahoma","Beaver",NA,NA,136010
NA,NA,"Oklahoma","Beckham",NA,NA,150020
NA,NA,"Oklahoma","Blaine",NA,NA,132660
NA,NA,"Oklahoma","Bryan",NA,NA,182840
NA,NA,"Oklahoma","Caddo",NA,NA,120960
NA,NA,"Oklahoma","Canadian",NA,NA,281850
NA,NA,"Oklahoma","Carter",NA,NA,176150
NA,NA,"Oklahoma","Cherokee",NA,NA,176150
NA,NA,"Oklahoma","Choctaw",NA,NA,132250
NA,NA,"Oklahoma","Cimarron",NA,NA,103080
NA,NA,"Oklahoma","Cleveland",NA,NA,260740
NA,NA,"Oklahoma","Coal",NA,NA,120960
NA,NA,"Oklahoma","Comanche",NA,NA,180610
NA,NA,"Oklahoma","Cotton",NA,NA,119070
NA,NA,"Oklahoma","Craig",NA,NA,157340
NA,NA,"Oklahoma","Creek",NA,NA,202370
NA,NA,"Oklahoma","Custer",NA,NA,189740
NA,NA,"Oklahoma","Delaware",NA,NA,183260
NA,NA,"Oklahoma","Dewey",NA,NA,139670
NA,NA,"Oklahoma","Ellis",NA,NA,124510
NA,NA,"Oklahoma","Garfield",NA,NA,167370
NA,NA,"Oklahoma","Garvin",NA,NA,154510
NA,NA,"Oklahoma","Grady",NA,NA,210930
NA,NA,"Oklahoma","Grant",NA,NA,110500
NA,NA,"Oklahoma","Greer",NA,NA,114060
NA,NA,"Oklahoma","Harmon",NA,NA,83320
NA,NA,"Oklahoma","Harper",NA,NA,103710
NA,NA,"Oklahoma","Haskell",NA,NA,145100
NA,NA,"Oklahoma","Hughes",NA,NA,106630
NA,NA,"Oklahoma","Jackson",NA,NA,165590
NA,NA,"Oklahoma","Jefferson",NA,NA,86250
NA,NA,"Oklahoma","Johnston",NA,NA,121790
NA,NA,"Oklahoma","Kay",NA,NA,130360
NA,NA,"Oklahoma","Kingfisher",NA,NA,225600
NA,NA,"Oklahoma","Kiowa",NA,NA,100460
NA,NA,"Oklahoma","Latimer",NA,NA,112800
NA,NA,"Oklahoma","Le Flore",NA,NA,146290
NA,NA,"Oklahoma","Lincoln",NA,NA,170650
NA,NA,"Oklahoma","Logan",NA,NA,252850
NA,NA,"Oklahoma","Love",NA,NA,178770
NA,NA,"Oklahoma","McClain",NA,NA,262280
NA,NA,"Oklahoma","McCurtain",NA,NA,151060
NA,NA,"Oklahoma","McIntosh",NA,NA,152840
NA,NA,"Oklahoma","Major",NA,NA,156390
NA,NA,"Oklahoma","Marshall",NA,NA,171970
NA,NA,"Oklahoma","Mayes",NA,NA,196750
NA,NA,"Oklahoma","Murray",NA,NA,167060
NA,NA,"Oklahoma","Muskogee",NA,NA,167480
NA,NA,"Oklahoma","Noble",NA,NA,153050
NA,NA,"Oklahoma","Nowata",NA,NA,144060
NA,NA,"Oklahoma","Okfuskee",NA,NA,121160
NA,NA,"Oklahoma","Okmulgee",NA,NA,125650
NA,NA,"Oklahoma","Osage",NA,NA,188790
NA,NA,"Oklahoma","Ottawa",NA,NA,128900
NA,NA,"Oklahoma","Pawnee",NA,NA,136330
NA,NA,"Oklahoma","Payne",NA,NA,256750
NA,NA,"Oklahoma","Pittsburg",NA,NA,164030
NA,NA,"Oklahoma","Pontotoc",NA,NA,183370
NA,NA,"Oklahoma","Pottawatomie",NA,NA,199470
NA,NA,"Oklahoma","Pushmataha",NA,NA,138310
NA,NA,"Oklahoma","Roger Mills",NA,NA,164970
NA,NA,"Oklahoma","Rogers",NA,NA,280950
NA,NA,"Oklahoma","Seminole",NA,NA,104020
NA,NA,"Oklahoma","Sequoyah",NA,NA,150280
NA,NA,"Oklahoma","Stephens",NA,NA,151900
NA,NA,"Oklahoma","Texas",NA,NA,170930
NA,NA,"Oklahoma","Tillman",NA,NA,83420
NA,NA,"Oklahoma","Wagoner",NA,NA,280020
NA,NA,"Oklahoma","Washington",NA,NA,181070
NA,NA,"Oklahoma","Washita",NA,NA,123780
NA,NA,"Oklahoma","Woods",NA,NA,145940
NA,NA,"Oklahoma","Woodward",NA,NA,176680
NA,NA,"Oregon","Baker",NA,NA,295140
NA,NA,"Oregon","Benton",NA,NA,567570
NA,NA,"Oregon","Clackamas",NA,NA,650850
NA,NA,"Oregon","Clatsop",NA,NA,483950
NA,NA,"Oregon","Columbia",NA,NA,429210
NA,NA,"Oregon","Coos",NA,NA,349090
NA,NA,"Oregon","Crook",NA,NA,482600
NA,NA,"Oregon","Curry",NA,NA,394040
NA,NA,"Oregon","Deschutes",NA,NA,683430
NA,NA,"Oregon","Douglas",NA,NA,331410
NA,NA,"Oregon","Gilliam",NA,NA,195620
NA,NA,"Oregon","Grant",NA,NA,237370
NA,NA,"Oregon","Harney",NA,NA,250190
NA,NA,"Oregon","Hood River",NA,NA,682050
NA,NA,"Oregon","Jefferson",NA,NA,386700
NA,NA,"Oregon","Josephine",NA,NA,416880
NA,NA,"Oregon","Klamath",NA,NA,336480
NA,NA,"Oregon","Lake",NA,NA,226830
NA,NA,"Oregon","Lane",NA,NA,465290
NA,NA,"Oregon","Lincoln",NA,NA,424520
NA,NA,"Oregon","Linn",NA,NA,431240
NA,NA,"Oregon","Malheur",NA,NA,257220
NA,NA,"Oregon","Marion",NA,NA,443890
NA,NA,"Oregon","Morrow",NA,NA,248430
NA,NA,"Oregon","Multnomah",NA,NA,575310
NA,NA,"Oregon","Polk",NA,NA,478500
NA,NA,"Oregon","Sherman",NA,NA,218880
NA,NA,"Oregon","Tillamook",NA,NA,444570
NA,NA,"Oregon","Umatilla",NA,NA,321600
NA,NA,"Oregon","Union",NA,NA,304440
NA,NA,"Oregon","Wallowa",NA,NA,407990
NA,NA,"Oregon","Wasco",NA,NA,379670
NA,NA,"Oregon","Wheeler",NA,NA,281500
NA,NA,"Oregon","Yamhill",NA,NA,494270
NA,NA,"Pennsylvania","Adams",NA,NA,300580
NA,NA,"Pennsylvania","Armstrong",NA,NA,174490
NA,NA,"Pennsylvania","Beaver",NA,NA,203610
NA,NA,"Pennsylvania","Bedford",NA,NA,188190
NA,NA,"Pennsylvania","Berks",NA,NA,304620
NA,NA,"Pennsylvania","Blair",NA,NA,170350
NA,NA,"Pennsylvania","Bradford",NA,NA,197130
NA,NA,"Pennsylvania","Butler",NA,NA,318300
NA,NA,"Pennsylvania","Cambria",NA,NA,131110
NA,NA,"Pennsylvania","Cameron",NA,NA,93460
NA,NA,"Pennsylvania","Carbon",NA,NA,253280
NA,NA,"Pennsylvania","Centre",NA,NA,346300
NA,NA,"Pennsylvania","Clarion",NA,NA,163690
NA,NA,"Pennsylvania","Clearfield",NA,NA,145930
NA,NA,"Pennsylvania","Clinton",NA,NA,184930
NA,NA,"Pennsylvania","Columbia",NA,NA,216890
NA,NA,"Pennsylvania","Crawford",NA,NA,169270
NA,NA,"Pennsylvania","Cumberland",NA,NA,326060
NA,NA,"Pennsylvania","Elk",NA,NA,140460
NA,NA,"Pennsylvania","Fayette",NA,NA,172710
NA,NA,"Pennsylvania","Forest",NA,NA,121220
NA,NA,"Pennsylvania","Franklin",NA,NA,290700
NA,NA,"Pennsylvania","Fulton",NA,NA,219200
NA,NA,"Pennsylvania","Greene",NA,NA,161800
NA,NA,"Pennsylvania","Huntingdon",NA,NA,192610
NA,NA,"Pennsylvania","Indiana",NA,NA,167900
NA,NA,"Pennsylvania","Jefferson",NA,NA,146870
NA,NA,"Pennsylvania","Juniata",NA,NA,228140
NA,NA,"Pennsylvania","Lackawanna",NA,NA,244540
NA,NA,"Pennsylvania","Lancaster",NA,NA,351930
NA,NA,"Pennsylvania","Lawrence",NA,NA,171790
NA,NA,"Pennsylvania","Lebanon",NA,NA,302560
NA,NA,"Pennsylvania","Luzerne",NA,NA,215060
NA,NA,"Pennsylvania","Lycoming",NA,NA,225330
NA,NA,"Pennsylvania","McKean",NA,NA,109860
NA,NA,"Pennsylvania","Mercer",NA,NA,196950
NA,NA,"Pennsylvania","Mifflin",NA,NA,164740
NA,NA,"Pennsylvania","Monroe",NA,NA,313720
NA,NA,"Pennsylvania","Montour",NA,NA,260840
NA,NA,"Pennsylvania","Northampton",NA,NA,363310
NA,NA,"Pennsylvania","Perry",NA,NA,249540
NA,NA,"Pennsylvania","Pike",NA,NA,289000
NA,NA,"Pennsylvania","Potter",NA,NA,160960
NA,NA,"Pennsylvania","Schuylkill",NA,NA,178620
NA,NA,"Pennsylvania","Snyder",NA,NA,226350
NA,NA,"Pennsylvania","Somerset",NA,NA,180090
NA,NA,"Pennsylvania","Sullivan",NA,NA,207220
NA,NA,"Pennsylvania","Susquehanna",NA,NA,227510
NA,NA,"Pennsylvania","Tioga",NA,NA,190400
NA,NA,"Pennsylvania","Union",NA,NA,252430
NA,NA,"Pennsylvania","Venango",NA,NA,125950
NA,NA,"Pennsylvania","Warren",NA,NA,134050
NA,NA,"Pennsylvania","Washington",NA,NA,249590
NA,NA,"Pennsylvania","Wayne",NA,NA,254530
NA,NA,"Pennsylvania","Westmoreland",NA,NA,236810
NA,NA,"Pennsylvania","Wyoming",NA,NA,230010
NA,NA,"Pennsylvania","York",NA,NA,287820
NA,NA,"Rhode Island","Bristol",NA,NA,540700
NA,NA,"Rhode Island","Kent",NA,NA,429680
NA,NA,"Rhode Island","Newport",NA,NA,690760
NA,NA,"Rhode Island","Washington",NA,NA,648140
NA,NA,"South Carolina","Abbeville",NA,NA,188500
NA,NA,"South Carolina","Aiken",NA,NA,271480
NA,NA,"South Carolina","Allendale",NA,NA,80330
NA,NA,"South Carolina","Anderson",NA,NA,274780
NA,NA,"South Carolina","Bamberg",NA,NA,103110
NA,NA,"South Carolina","Barnwell",NA,NA,111750
NA,NA,"South Carolina","Beaufort",NA,NA,568350
NA,NA,"South Carolina","Berkeley",NA,NA,361780
NA,NA,"South Carolina","Calhoun",NA,NA,177680
NA,NA,"South Carolina","Charleston",NA,NA,599780
NA,NA,"South Carolina","Cherokee",NA,NA,149710
NA,NA,"South Carolina","Chester",NA,NA,163390
NA,NA,"South Carolina","Chesterfield",NA,NA,122510
NA,NA,"South Carolina","Clarendon",NA,NA,166570
NA,NA,"South Carolina","Colleton",NA,NA,171320
NA,NA,"South Carolina","Darlington",NA,NA,165700
NA,NA,"South Carolina","Dillon",NA,NA,90030
NA,NA,"South Carolina","Dorchester",NA,NA,365130
NA,NA,"South Carolina","Edgefield",NA,NA,213950
NA,NA,"South Carolina","Fairfield",NA,NA,156100
NA,NA,"South Carolina","Florence",NA,NA,231270
NA,NA,"South Carolina","Georgetown",NA,NA,379320
NA,NA,"South Carolina","Greenville",NA,NA,353270
NA,NA,"South Carolina","Greenwood",NA,NA,214650
NA,NA,"South Carolina","Hampton",NA,NA,118080
NA,NA,"South Carolina","Horry",NA,NA,339400
NA,NA,"South Carolina","Jasper",NA,NA,343160
NA,NA,"South Carolina","Kershaw",NA,NA,274520
NA,NA,"South Carolina","Lancaster",NA,NA,396770
NA,NA,"South Carolina","Laurens",NA,NA,210530
NA,NA,"South Carolina","Lee",NA,NA,110280
NA,NA,"South Carolina","Lexington",NA,NA,281950
NA,NA,"South Carolina","McCormick",NA,NA,177850
NA,NA,"South Carolina","Marion",NA,NA,98260
NA,NA,"South Carolina","Marlboro",NA,NA,86450
NA,NA,"South Carolina","Newberry",NA,NA,182700
NA,NA,"South Carolina","Oconee",NA,NA,315440
NA,NA,"South Carolina","Orangeburg",NA,NA,126510
NA,NA,"South Carolina","Pickens",NA,NA,270620
NA,NA,"South Carolina","Richland",NA,NA,282460
NA,NA,"South Carolina","Saluda",NA,NA,151250
NA,NA,"South Carolina","Spartanburg",NA,NA,278560
NA,NA,"South Carolina","Sumter",NA,NA,170880
NA,NA,"South Carolina","Union",NA,NA,109220
NA,NA,"South Carolina","Williamsburg",NA,NA,110170
NA,NA,"South Carolina","York",NA,NA,427630
NA,NA,"South Dakota","Aurora",NA,NA,158460
NA,NA,"South Dakota","Beadle",NA,NA,182660
NA,NA,"South Dakota","Bennett",NA,NA,163150
NA,NA,"South Dakota","Bon Homme",NA,NA,139890
NA,NA,"South Dakota","Brookings",NA,NA,276020
NA,NA,"South Dakota","Brown",NA,NA,230640
NA,NA,"South Dakota","Brule",NA,NA,226160
NA,NA,"South Dakota","Buffalo",NA,NA,122890
NA,NA,"South Dakota","Butte",NA,NA,255160
NA,NA,"South Dakota","Campbell",NA,NA,120900
NA,NA,"South Dakota","Charles Mix",NA,NA,177960
NA,NA,"South Dakota","Clark",NA,NA,165240
NA,NA,"South Dakota","Clay",NA,NA,242330
NA,NA,"South Dakota","Codington",NA,NA,247960
NA,NA,"South Dakota","Corson",NA,NA,72810
NA,NA,"South Dakota","Custer",NA,NA,388160
NA,NA,"South Dakota","Davison",NA,NA,214680
NA,NA,"South Dakota","Day",NA,NA,181090
NA,NA,"South Dakota","Deuel",NA,NA,214790
NA,NA,"South Dakota","Dewey",NA,NA,72600
NA,NA,"South Dakota","Douglas",NA,NA,174100
NA,NA,"South Dakota","Edmunds",NA,NA,170350
NA,NA,"South Dakota","Fall River",NA,NA,201540
NA,NA,"South Dakota","Faulk",NA,NA,153870
NA,NA,"South Dakota","Grant",NA,NA,178380
NA,NA,"South Dakota","Gregory",NA,NA,145940
NA,NA,"South Dakota","Haakon",NA,NA,171290
NA,NA,"South Dakota","Hamlin",NA,NA,217600
NA,NA,"South Dakota","Hand",NA,NA,166180
NA,NA,"South Dakota","Hanson",NA,NA,199450
NA,NA,"South Dakota","Harding",NA,NA,173270
NA,NA,"South Dakota","Hughes",NA,NA,252450
NA,NA,"South Dakota","Hutchinson",NA,NA,170040
NA,NA,"South Dakota","Hyde",NA,NA,189440
NA,NA,"South Dakota","Jackson",NA,NA,122360
NA,NA,"South Dakota","Jerauld",NA,NA,157310
NA,NA,"South Dakota","Jones",NA,NA,145630
NA,NA,"South Dakota","Kingsbury",NA,NA,176820
NA,NA,"South Dakota","Lake",NA,NA,258290
NA,NA,"South Dakota","Lawrence",NA,NA,361460
NA,NA,"South Dakota","Lincoln",NA,NA,377320
NA,NA,"South Dakota","Lyman",NA,NA,172960
NA,NA,"South Dakota","McCook",NA,NA,238120
NA,NA,"South Dakota","McPherson",NA,NA,89300
NA,NA,"South Dakota","Marshall",NA,NA,163260
NA,NA,"South Dakota","Meade",NA,NA,317920
NA,NA,"South Dakota","Mellette",NA,NA,87730
NA,NA,"South Dakota","Miner",NA,NA,148760
NA,NA,"South Dakota","Minnehaha",NA,NA,336650
NA,NA,"South Dakota","Moody",NA,NA,236280
NA,NA,"South Dakota","Pennington",NA,NA,369050
NA,NA,"South Dakota","Perkins",NA,NA,119550
NA,NA,"South Dakota","Potter",NA,NA,126540
NA,NA,"South Dakota","Roberts",NA,NA,161170
NA,NA,"South Dakota","Sanborn",NA,NA,141450
NA,NA,"South Dakota","Spink",NA,NA,128620
NA,NA,"South Dakota","Stanley",NA,NA,212280
NA,NA,"South Dakota","Sully",NA,NA,214270
NA,NA,"South Dakota","Todd",NA,NA,56230
NA,NA,"South Dakota","Tripp",NA,NA,138640
NA,NA,"South Dakota","Turner",NA,NA,230670
NA,NA,"South Dakota","Union",NA,NA,322690
NA,NA,"South Dakota","Walworth",NA,NA,142500
NA,NA,"South Dakota","Yankton",NA,NA,235650
NA,NA,"South Dakota","Ziebach",NA,NA,103900
NA,NA,"Tennessee","Anderson",NA,NA,275260
NA,NA,"Tennessee","Bedford",NA,NA,295770
NA,NA,"Tennessee","Benton",NA,NA,161560
NA,NA,"Tennessee","Bledsoe",NA,NA,199210
NA,NA,"Tennessee","Blount",NA,NA,401780
NA,NA,"Tennessee","Bradley",NA,NA,351430
NA,NA,"Tennessee","Campbell",NA,NA,196160
NA,NA,"Tennessee","Cannon",NA,NA,257690
NA,NA,"Tennessee","Carroll",NA,NA,149780
NA,NA,"Tennessee","Carter",NA,NA,174860
NA,NA,"Tennessee","Cheatham",NA,NA,346350
NA,NA,"Tennessee","Chester",NA,NA,167740
NA,NA,"Tennessee","Claiborne",NA,NA,168180
NA,NA,"Tennessee","Clay",NA,NA,143470
NA,NA,"Tennessee","Cocke",NA,NA,166290
NA,NA,"Tennessee","Coffee",NA,NA,259590
NA,NA,"Tennessee","Crockett",NA,NA,167130
NA,NA,"Tennessee","Cumberland",NA,NA,335840
NA,NA,"Tennessee","Decatur",NA,NA,146830
NA,NA,"Tennessee","DeKalb",NA,NA,247700
NA,NA,"Tennessee","Dickson",NA,NA,313320
NA,NA,"Tennessee","Dyer",NA,NA,175020
NA,NA,"Tennessee","Fayette",NA,NA,348450
NA,NA,"Tennessee","Fentress",NA,NA,176910
NA,NA,"Tennessee","Franklin",NA,NA,249170
NA,NA,"Tennessee","Gibson",NA,NA,165030
NA,NA,"Tennessee","Giles",NA,NA,246440
NA,NA,"Tennessee","Grainger",NA,NA,201010
NA,NA,"Tennessee","Greene",NA,NA,269050
NA,NA,"Tennessee","Grundy",NA,NA,161980
NA,NA,"Tennessee","Hamblen",NA,NA,255940
NA,NA,"Tennessee","Hancock",NA,NA,141470
NA,NA,"Tennessee","Hardeman",NA,NA,128000
NA,NA,"Tennessee","Hardin",NA,NA,168710
NA,NA,"Tennessee","Hawkins",NA,NA,182690
NA,NA,"Tennessee","Haywood",NA,NA,160290
NA,NA,"Tennessee","Henderson",NA,NA,173340
NA,NA,"Tennessee","Henry",NA,NA,168500
NA,NA,"Tennessee","Hickman",NA,NA,229160
NA,NA,"Tennessee","Houston",NA,NA,181650
NA,NA,"Tennessee","Humphreys",NA,NA,203420
NA,NA,"Tennessee","Jackson",NA,NA,163560
NA,NA,"Tennessee","Jefferson",NA,NA,243610
NA,NA,"Tennessee","Johnson",NA,NA,187850
NA,NA,"Tennessee","Knox",NA,NA,388370
NA,NA,"Tennessee","Lake",NA,NA,102970
NA,NA,"Tennessee","Lauderdale",NA,NA,150620
NA,NA,"Tennessee","Lawrence",NA,NA,204470
NA,NA,"Tennessee","Lewis",NA,NA,182380
NA,NA,"Tennessee","Lincoln",NA,NA,241600
NA,NA,"Tennessee","Loudon",NA,NA,356230
NA,NA,"Tennessee","McMinn",NA,NA,222770
NA,NA,"Tennessee","McNairy",NA,NA,170180
NA,NA,"Tennessee","Macon",NA,NA,230800
NA,NA,"Tennessee","Madison",NA,NA,253650
NA,NA,"Tennessee","Marion",NA,NA,202240
NA,NA,"Tennessee","Marshall",NA,NA,294290
NA,NA,"Tennessee","Maury",NA,NA,420300
NA,NA,"Tennessee","Meigs",NA,NA,189320
NA,NA,"Tennessee","Monroe",NA,NA,239290
NA,NA,"Tennessee","Montgomery",NA,NA,330050
NA,NA,"Tennessee","Moore",NA,NA,300080
NA,NA,"Tennessee","Morgan",NA,NA,174910
NA,NA,"Tennessee","Obion",NA,NA,140520
NA,NA,"Tennessee","Overton",NA,NA,182170
NA,NA,"Tennessee","Perry",NA,NA,133470
NA,NA,"Tennessee","Pickett",NA,NA,187750
NA,NA,"Tennessee","Polk",NA,NA,176810
NA,NA,"Tennessee","Putnam",NA,NA,354560
NA,NA,"Tennessee","Rhea",NA,NA,216670
NA,NA,"Tennessee","Roane",NA,NA,244960
NA,NA,"Tennessee","Robertson",NA,NA,361890
NA,NA,"Tennessee","Rutherford",NA,NA,445950
NA,NA,"Tennessee","Scott",NA,NA,131370
NA,NA,"Tennessee","Sequatchie",NA,NA,240980
NA,NA,"Tennessee","Sevier",NA,NA,379180
NA,NA,"Tennessee","Smith",NA,NA,249310
NA,NA,"Tennessee","Stewart",NA,NA,210470
NA,NA,"Tennessee","Sumner",NA,NA,436130
NA,NA,"Tennessee","Tipton",NA,NA,246000
NA,NA,"Tennessee","Trousdale",NA,NA,345220
NA,NA,"Tennessee","Unicoi",NA,NA,197110
NA,NA,"Tennessee","Union",NA,NA,208820
NA,NA,"Tennessee","Van Buren",NA,NA,167450
NA,NA,"Tennessee","Warren",NA,NA,202890
NA,NA,"Tennessee","Washington",NA,NA,294830
NA,NA,"Tennessee","Wayne",NA,NA,137470
NA,NA,"Tennessee","Weakley",NA,NA,159030
NA,NA,"Tennessee","White",NA,NA,217930
NA,NA,"Tennessee","Wilson",NA,NA,485110
NA,NA,"Texas","Anderson",NA,NA,193230
NA,NA,"Texas","Andrews",NA,NA,204070
NA,NA,"Texas","Angelina",NA,NA,177270
NA,NA,"Texas","Aransas",NA,NA,266970
NA,NA,"Texas","Archer",NA,NA,193530
NA,NA,"Texas","Armstrong",NA,NA,174100
NA,NA,"Texas","Atascosa",NA,NA,178180
NA,NA,"Texas","Austin",NA,NA,301590
NA,NA,"Texas","Bailey",NA,NA,109810
NA,NA,"Texas","Bandera",NA,NA,283780
NA,NA,"Texas","Bastrop",NA,NA,350220
NA,NA,"Texas","Baylor",NA,NA,107510
NA,NA,"Texas","Bee",NA,NA,116060
NA,NA,"Texas","Bell",NA,NA,275310
NA,NA,"Texas","Blanco",NA,NA,504190
NA,NA,"Texas","Borden",NA,NA,113560
NA,NA,"Texas","Bosque",NA,NA,209500
NA,NA,"Texas","Bowie",NA,NA,212420
NA,NA,"Texas","Brazoria",NA,NA,326680
NA,NA,"Texas","Brazos",NA,NA,323230
NA,NA,"Texas","Brewster",NA,NA,236710
NA,NA,"Texas","Briscoe",NA,NA,94160
NA,NA,"Texas","Brooks",NA,NA,84470
NA,NA,"Texas","Brown",NA,NA,165700
NA,NA,"Texas","Burleson",NA,NA,195550
NA,NA,"Texas","Burnet",NA,NA,358720
NA,NA,"Texas","Caldwell",NA,NA,241410
NA,NA,"Texas","Calhoun",NA,NA,160080
NA,NA,"Texas","Callahan",NA,NA,152980
NA,NA,"Texas","Cameron",NA,NA,168260
NA,NA,"Texas","Camp",NA,NA,180510
NA,NA,"Texas","Carson",NA,NA,145170
NA,NA,"Texas","Cass",NA,NA,152660
NA,NA,"Texas","Castro",NA,NA,99060
NA,NA,"Texas","Chambers",NA,NA,334710
NA,NA,"Texas","Cherokee",NA,NA,176540
NA,NA,"Texas","Childress",NA,NA,130770
NA,NA,"Texas","Clay",NA,NA,175520
NA,NA,"Texas","Cochran",NA,NA,55480
NA,NA,"Texas","Coke",NA,NA,122940
NA,NA,"Texas","Coleman",NA,NA,96460
NA,NA,"Texas","Collingsworth",NA,NA,108450
NA,NA,"Texas","Colorado",NA,NA,218780
NA,NA,"Texas","Comal",NA,NA,453600
NA,NA,"Texas","Comanche",NA,NA,162260
NA,NA,"Texas","Concho",NA,NA,112000
NA,NA,"Texas","Cooke",NA,NA,250690
NA,NA,"Texas","Coryell",NA,NA,226060
NA,NA,"Texas","Cottle",NA,NA,61840
NA,NA,"Texas","Crane",NA,NA,134940
NA,NA,"Texas","Crosby",NA,NA,83100
NA,NA,"Texas","Culberson",NA,NA,82690
NA,NA,"Texas","Dallam",NA,NA,157880
NA,NA,"Texas","Dawson",NA,NA,107820
NA,NA,"Texas","Deaf Smith",NA,NA,126490
NA,NA,"Texas","Delta",NA,NA,163740
NA,NA,"Texas","Denton",NA,NA,471880
NA,NA,"Texas","DeWitt",NA,NA,178210
NA,NA,"Texas","Dickens",NA,NA,68090
NA,NA,"Texas","Dimmit",NA,NA,89160
NA,NA,"Texas","Donley",NA,NA,100520
NA,NA,"Texas","Duval",NA,NA,93230
NA,NA,"Texas","Eastland",NA,NA,140570
NA,NA,"Texas","Ector",NA,NA,221420
NA,NA,"Texas","Ellis",NA,NA,377410
NA,NA,"Texas","El Paso",NA,NA,213670
NA,NA,"Texas","Erath",NA,NA,280610
NA,NA,"Texas","Falls",NA,NA,115650
NA,NA,"Texas","Fannin",NA,NA,243700
NA,NA,"Texas","Fayette",NA,NA,306480
NA,NA,"Texas","Fisher",NA,NA,81960
NA,NA,"Texas","Floyd",NA,NA,93430
NA,NA,"Texas","Foard",NA,NA,73730
NA,NA,"Texas","Fort Bend",NA,NA,414550
NA,NA,"Texas","Franklin",NA,NA,235980
NA,NA,"Texas","Freestone",NA,NA,175190
NA,NA,"Texas","Frio",NA,NA,112310
NA,NA,"Texas","Gaines",NA,NA,209290
NA,NA,"Texas","Galveston",NA,NA,350550
NA,NA,"Texas","Garza",NA,NA,81130
NA,NA,"Texas","Gillespie",NA,NA,480410
NA,NA,"Texas","Glasscock",NA,NA,255690
NA,NA,"Texas","Goliad",NA,NA,180000
NA,NA,"Texas","Gonzales",NA,NA,165910
NA,NA,"Texas","Gray",NA,NA,107300
NA,NA,"Texas","Grayson",NA,NA,274910
NA,NA,"Texas","Gregg",NA,NA,237020
NA,NA,"Texas","Grimes",NA,NA,247560
NA,NA,"Texas","Guadalupe",NA,NA,325980
NA,NA,"Texas","Hale",NA,NA,121480
NA,NA,"Texas","Hall",NA,NA,89780
NA,NA,"Texas","Hamilton",NA,NA,154020
NA,NA,"Texas","Hansford",NA,NA,130140
NA,NA,"Texas","Hardeman",NA,NA,85400
